name,group-title,logo-link,link,largura,altura,fps,contagem quadros,tamanho_GB
Academia de Dança 2010 S01 E04,Séries | Diversas,https://image.tmdb.org/t/p/w600_and_h900_bestv2/37f1UFBF0k4GQqIl51Td9UlRvJF.jpg,http://wateronplay.com:80/series/Veron23/Veron2023/391679.mp4,1280,720,29,44193,0.292149
"Mulher Forte, Do Bong-soon LEG S01 E04", Séries | Legendadas,https://image.tmdb.org/t/p/w600_and_h900_bestv2/fbdrmJChNtAtEmGHznY5j1GP0QU.jpg,http://wateronplay.com:80/series/Veron23/Veron2023/297597.mp4,1280,720,29,119486,0.678718
Academia de Dança 2010 S01 E07,Séries | Diversas,https://image.tmdb.org/t/p/w600_and_h900_bestv2/ixqlNgbzZrNsczyxRP2o7SRpEWv.jpg,http://wateronplay.com:80/series/Veron23/Veron2023/391682.mp4,1280,720,29,44099,0.291615
Academia de Dança 2010 S01 E08,Séries | Diversas,https://image.tmdb.org/t/p/w600_and_h900_bestv2/AoOCsMUdZcM1iBpHkcC09wwKM5j.jpg,http://wateronplay.com:80/series/Veron23/Veron2023/391683.mp4,1280,720,29,43660,0.288776
Academia de Dança 2010 S01 E10,Séries | Diversas,https://image.tmdb.org/t/p/w600_and_h900_bestv2/7kY4OxjlXW0eCpAuTxNNsNFqbhG.jpg,http://wateronplay.com:80/series/Veron23/Veron2023/391685.mp4,1280,720,29,44484,0.29419
Academia de Dança 2010 S01 E13,Séries | Diversas,https://image.tmdb.org/t/p/w600_and_h900_bestv2/iVs6pnuKkcEMYwbR3B64KE00Guv.jpg,http://wateronplay.com:80/series/Veron23/Veron2023/391688.mp4,1280,720,29,44367,0.293431
Academia de Dança 2010 S01 E14,Séries | Diversas,https://image.tmdb.org/t/p/w600_and_h900_bestv2/w4HacxxfLnGfrWtx1xb7ZNcpjZH.jpg,http://wateronplay.com:80/series/Veron23/Veron2023/391689.mp4,1280,720,29,44499,0.29434
Academia de Dança 2010 S01 E16,Séries | Diversas,https://image.tmdb.org/t/p/w600_and_h900_bestv2/vnuYYU9hICeHMlqaprE671mcrjW.jpg,http://wateronplay.com:80/series/Veron23/Veron2023/391691.mp4,1280,720,29,44006,0.291127
Academia de Dança 2010 S01 E20,Séries | Diversas,https://image.tmdb.org/t/p/w600_and_h900_bestv2/x0WJpVgvSXfJKA2bhpESucB80Sa.jpg,http://wateronplay.com:80/series/Veron23/Veron2023/391695.mp4,1280,720,29,44469,0.294133
Academia de Dança 2010 S02 E02,Séries | Diversas,https://image.tmdb.org/t/p/w600_and_h900_bestv2/l5KZtO4gnalEcT9D0vBE5Lge1F3.jpg,http://wateronplay.com:80/series/Veron23/Veron2023/391703.mp4,1280,720,29,44185,0.292328
24 Horas 2001 S03 E08,Séries | Prime Video,https://image.tmdb.org/t/p/w600_and_h900_bestv2/tpWkcbATeeTv7O0XA87S8GbuD26.jpg,http://wateronplay.com:80/series/Veron23/Veron2023/297860.mp4,1280,720,23,63570,0.625354
Tribos e Impérios - Tribes And Empires: Storm Of Prophec 2017 LEG S01 E75, Séries | Dorama,https://image.tmdb.org/t/p/w600_and_h900_bestv2/xwEAeQ3xGH8MtBSOkl95yoqbceR.jpg,http://wateronplay.com:80/series/Veron23/Veron2023/391815.mp4,1280,720,30,82539,0.546772
Tunísia x França, Filmes | Copa Do Mundo 2022,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAS8AAACmCAMAAAC8yPlOAAABfVBMVEX////nABTtKDkAJJYAAAD///4BI5ft8fwAJI3qkpzvGS3///38/////f/7+/ubm5va2trz8/PgAADj4+Onp6ff39/mABW0tLTw8PDn5+egoKCsrKzExMTmAAAZGRnQ0NC6urrdAACFhYXKyso/Pz9QUFCXl5cjIyNzc3MzMzN8fHzpAA5lZWXuABQRERFqamrSAABEREQoKCj/9PhbW1s3NzetdXrbABUAHpnaTEsAG4utZ27nfH4AGI/PFCTAU1angoetdHmfhIarmJnEQETMKTarqqK/UWDXCxnQHS3CTlbq9vCyY2a6W2Gqh47ER1mFiphhbJoAIX/AnaY0Q5LTOEHuFyXkKEK6aHSzvrWbo6ZQYJCZjIcmOYvaN0zmKjI7TJLSRlcADpZrd5uFi6bvpKLzv8L909vuurX84uBJVY/gXV/YQzzGKTvtrKjdYWnicm3OyM/glY/uiZPfbXnhX2XPZF375t+/ZWPqhX7X2c03TYqllZ7xkJrRmqfn9h97AAAcoElEQVR4nO1dCUPbVra+JhYDkazNsrVYQhIOzqKYOCExpCHsJJBCm+aVpkmXJNMAdck2TfvyOpN5v/2dc69sjC15ARl47/nMNNharq4+fWe55x5dEzKUoQxlKEMZylCGMpShDGUoQxnKUM6ViIYhhh8VRalvRKl/VhSx6fCmPewco2Vv86f6V/qnaV9UQ0bzZWi/DveEnxpdPdx5yqJMTqTT6esufCxcgk+XS9ijbHpiYuLydZseciOdnmocn53GPbel8A70m41zqEzCifSLnJ5Ia4RMpW/gt2I6LRNyczp9Db/Z6atw4VvQ0MRUKbxvewoamp6sA0OMa9Pp9FUPPolXYA89z7oKnybrnb6lDwiSTmJeTlMBZLBbiN1VEfFiImHn8IPZOCHcMy3jt2vhObfq9znJ2iKkBB8oXtfxG8MLnweeZqcvQ7PTYUvF+uHTTReqXwbaug3Np9NXsC0qV4gR7jwDwKAPBcNwr4lET6dvZ0Vjkj5LwEs3Xbg/wEFPT11PW/UT4EY0M6vB3QExPGBeTjRK9HaoTKYvs8936vxqwQuZyvCaSE+aWR2eV44QN52+JCuGdcjkyTtFJXc5fRt3FUgBzy+mNUMBshukdKuoZO+kb54qVChyOl0KP95MX6aKdBs7lKVP1qP3cjtd0g+7Bnh5hAJQQjQmKLHoTVCZTF+bRoXMpW9PNeFlh3hNUlLU8UL25ijWV0JiTTICooi03SkipadFPBieGF7Lo0fizivpS4OGp02kdDrLPhmhjUCeFUO8dNwLALnm4W2EeAG8l1ClGK+8UAnxhidvp13Ur8LNCLzsG/hUmvEi19MTRLwa8oqS6VCugrW6Qp/VpTqDJ9O3QmPZ2HSKci09EV4dEGI6V0QK4DdZn8D70vAObzZoWMfrSnoaP7PNh7cJeBXQJF9Km3ci9NGjpxzBC5TZgM9X6r2oX4g2Bly6TqG8DZp59EolSv5TlmuhEh7Fq9Cw9zbeMfDOSt8Jj4vDS2O7J9NXzPQdOH8KyNHOL41iUOyE12Sjcxq91O1mvHJ1RiP3m5l4SjLZMDxmvadeqI+3rt6ZzNE7uHrz5p00Kll4nId/pwCVhg7bTfp4BUx91gJkovECaG7IzXjdAPsk3grpIzeAJ2jjC3Q/6uNNGpdkp1l4QnvZcEGnKIeGB+7yDv17DZUgG7p5auGYhM89xCuXZlp3i26cbJhBxGsybU1BGyFe1DAVqPIgXkgMqwkvwPw6GrFp6jisxnPB4/BCwL8JsO+38HJmGL/Rfp9F9IWx1VV0TDkDgZlkPblOQnuPcik95YLcqBs6ipfo3qJuCjRmUqTsuR02iHgBfQAlkeJVog0pl6jeU7wIjXAJc3mifIkiBFe9IVK9vhM2RN0ODgCKeICLzQBcJTZGoI/56OjglKSAIdHUZdAWEXo+MXWVhYwNvOTwQTY0DvC6fAv55uG3qfo5Ib0oXuJl1CqGF4aWl6bC2JLh5TbwmqANUQW8jv0Ara/Tyw0DYejMzfT0lWkYEQDH2CYtV98pk1OXAr0w3q9yjX6aonwL8WDaSSgRGYWYJ5i4wXyTGJ7T8FTXkJ00mhJpyERyl+hogNrmW8zmQLSWDocN6enbIUAl+vVSkzamw46ZCOPlbCOqT1vF+qczwAtUwi7KjNmGa7vZcKPMRjg5OexT/QPskeXsoSYcnkPFlAFegx6bk5kryRXtsP1wiyLT/dhQ7rAhBfqRa/oWCh4g23L9yijGkZ1DGcpQhjKUoZy9mKeWBm4dTJ/+4LqLSCh2l4OKyYQ8rqVbHkQNWqEYd4h1NFgQz2K42FFK3Q9JCi8Dw1KPQqXFHaO14BV74FlJiJeYzdGI3pRzqHuG3FAEMScrrkzCoJRJVjZNkyiwSRFphKvg/7PhAeGBEL82TjgUxSJmwZPYZ2wAj2ehL14U8TJyLKDFdhAvM5dtb+esJMTLs2XPgwGJJ7sw5nM1uRg+WaXkygUN8PJ0egRKwc3hJt3zZMXEbag2lg5N4HhR82SvQNuQC0rb9Vyb6AqRwot6EPvrumyjGhbhogVoKFuQXQm+4/YCNuTJ9vmhmXT4URNDcyHiRpfZGAvpVsqRHEJRoITJergdvuFfhhfmJJCDepbYqHV2sdUSUcnJNhxuajprG2ElMjYg60SheZ4wf+S6JIsXlEP7pUcw9Wxk0pKkEvLdUIANBRvv0rVFUTTpYJlCR2Akp5uwjWEo479WiF4DL6QEyXnsr6IBv9qdatH2Ck1bdbwu2yCFz4fioxjIQmydPUBF8c6Nnwz5ZWsFu6RQF6aQYknTNIs6TYV2GOyXZeE2avdFKWvYODGCd9rAi6qMqbMG8T7Ngsbsjqzrh/7QaCK0h5BQfOFs5lPAfuW0ggcOlOKIDbvQNencWDDWfRfBYdYmW0JtqAt7wMCvZlMkF2x83gwvPLPBL1BVqofsNFGKUKNWvBi/rPCiFtPLXJ1fGpgz7MC54Rez97Rz4bS8bihNUQ+FQcoxMxNK3ahQT4q3k5WojTu0X0UW0eXa4yylFS/aMIBiYKvKJFIU2rFDu2aRIrZXOi94iQwvU8qCF1QMXc6hLypquazNuGFIctYryGjdszkvRFTSNF0MmaHZWVdDfSy4WfSPolXMYhu6m3VLR/yjrOeybjPlmBWHhqk/9HTsg0gkN6t7NmtYL4CDlnMF/SxyhJESdt9wZVERSdZ1c+yrW3+iiusaNMiCfexgj+b9gBHMA8pg3Qy0QHJ4To7+NWB7i4uEFo5sChvIugwNE/4qmCF0DTqpnWMNQwcOK4j+F4rYsOhH5PyESOdNCvC8Da3Vopy7kd75EVfXvbbgKnYIPZShDGUoQxnKUP6/CMdxZ92FcyicAP8RQSA8Rw7xEQTcxsPmIWhHhOd5DiEjiJxiZmnxh6mIGdzAwzbhbPsXKaJo0I7K2ZZXQQYvXAaRUQzXK6wuVZeq1eoy/Le0slrwiiYd0p4vwIycp1mSRHOVmK6Ej5qXM04NNUDDLBZWlhfX1hdmVd9h4s9ubK4t3lt5UDw3WUyCtU26JOlu9gg6QDXXs0q6ewoTyGCjTFuqPtzcUAOQVEPK+DVQZzcfLa96IWRnbMgU15J0OS6JI+Y8y3IHl+IReJLhiehq1UcLKacZqiMSOMHCo6pVVEBvzxQvUy952S5KZ3qlwoCSrgIBq/Wlvbq1rvoAVj4GrlQ+DzTzN7dXMPlwdqZfBu70ZKFkTRpI2hViB8X+anvBCfIUlTi86O6yoy58/dUzg/CD6Ep3yVla71bULAwGMffH7Q0HmQWIxGkjAAmCcAbO7OKKffpVohxO5Vr9+Ryz0OcJnYWSxNS+31SDfEiseH41sMwHzsa2xayDcEqGjIO+8vZjt/uRLZKTdDGx0UlGEDL20ls/KMeDFME0QC5Yr3qigCH/qRgyHsJl8/k3T/52jFP/YzUHN5pM6CiY1tZsqoORj8arDLZ/dlsy0VfQGHfAgnpQfPzt38f6xytDxneWPDGRUJsj8udXalAu5/skWD4AX+m8XXKRoadAMJ4ohW+ezI0eAy9eGP/u6fcPFJKERtpLm04ZzXwnqxUhFOG8s1B9Bs/tFPhFjOc/3L8wNnccvMj4xZGRxR8TMPuCvrURoHrF+sR4giHAoJNbD8AyDHRUyeP/s6WX9y+MXrhw4W/HYAniNfLqRxmodpIoiBcK237QH69aJVC3NYUDWzw4xHi0Go9/+gLgGj2OPoZ4Xfx5BX3rCZRS0LbVvonVyrNAffhZ4fgBBq8ZgQe45pBcx8cLEdtZKhL++LZDBHb1ZeTjAFu0RMLzAyOYwMmvf5obm7swdiJ+jby4uAPu6fgPtrCtlk+mjCkcIkHsuvhgoMPvLLDrAqB1En4hXqCSS8ccHWU44m351NSfnGEpdVHnBqKQ1NSbpZ9Gqak/IV4I2c8rWZon7rMBiJj+UZ09qe1qSJBftgdi8HEMJFov748xuE6MF3hJyYDxSN/KwOdWNk5uuxqS96sDSQNkgAv6D38P2ZUEXiOPtGOEP5wivXUSUMU6XKlg8/MgEsDgdou/QJiaGL9evBj53hP69036onNyW98QGH06a4MohwPj9frJ6Bi19Qnxa+TpUn9Z1wz0Ql6OjVPzTMosfGd5fJpFpMkcGGhH4QU71e+LJPEojBMefHsfYUoQr5FXpS/7CMLQ8Surm6kO9Apw7B04jupXZjc2KhVfdUB5g3yn5Gs+tbBiJD+QLH5zv45VYniNbHv9nAy66z1yMG6KvG0QgNLxN+7u7u3XZkBq+7/O71RUGF4D7eJhdr7WE/eRRmlsNHm8Rpb6eHkGIi9zaSNWGymF1Mr83gw7XAizNbXdu75TjqEX3RjM9mkYehD9t/tjFxLH6+LXD/o4meMLa05cnIqb1dl/f6KzPw1zJOAnfv+gEnsenuqsW5lko/zs6y9GxwbAr5HlPqIfIVtFAx3BFJzJyAf+xxl0CpRaPBWO1k6A7N9FrYzJxYIS33OTM/j4hAovvziijonh9fMqxBS99rWwFhnYl6n7U9/U2FEcX+cKxnc0YgHQditBrAXLO28TLBnnKb0uDAavkarcqyZw2Wp0LEETgP58JnRyTaabpugzoKGwq7aJg/SYkZTaD8+7SEYghX+Njg4IL4gWe6WXHmu9ykHlHWDCkBII/2l/9/fx8fF3NR7NWSYDjBO4mbsxp+eRYAmu7cYbbfRKDq+RarbHaS1lZTb6fsEwAVy8EFr52vhOxcfIC8Kw2fe/zlAgeaAZf6DG4B2kZvvx1J1FIPZv9ylGA8HrUQ/rqvEIaXHbybfqY2j7/XfYT6qPewcVlQX2uC9w/IVx9JkZsP5EPHDokDHCYQSP7KQ8pCA+f3KhVZLDa2Slp+odgWjrqYhbxSGQvwsWXcA5gZk/fIcBFQBWKpLMUTd+ZdWaPJlZd/L5SI4FC6t8UjFF7pf7owPE6/seJsrBzZlLftQYEG7e+ZPjBD4DkO5tIIHKZZps9tff//7u3e77dd8/+CRgTCYItQoWD0SOJJcTK1Z49nJukPx61UPMCiFHcTF6GFQOFmYyPOgiR3Z9NlaCf9U3u7X6ybXdnYUaoImxxTtQ1sjxVLDWbSWUXkV8PjY6NkC8nvagkECfB+upNvNF6VXZ4zGbKQBcFKvUbOAs7PG02ClDFZVk9tZqAiUYOYhxksHC5xPMwDQLquMg9fHiVtfYhyecSL1j661iKHCAph7AeOenwmGi+mGGldJxGYFjBS7ieI2V4+zH5IOCStWMDGxMjS5G0b5Zi7Ej//jhfps6JonXyGIvK4/K95zI28z7+7A3A/FoBcdKgFhQGRcyGY7LIOfCGBaCiVA9+T+cSH0s+9tydCDoSVLEcFyTtJgyMu2nuYHar5Gd1a7nxZkvcIJ30SxBbL/j0LRNvqyO00oSnvw+w4WTPxzAxqIzXtivRLUDDnUt5rGJltW+oElRils3QimNXmhTx0TxGlnqmkHniL4ebe7VPZwzEbhdn6YF83l1nsOXFwCy+XmeZMLTM+EgFWzUQUz+fyFuDCm3r4plSpIXc7T5em6w9r6nJIWwuhGpRamFGbBLGX5mI0X9Xj54M0NdIWjjvL9XLyI8nIgCO6dGBmCpja/i6jR1qXV1joIUtYYOFfmHuQHz6+J21xekBWMp2ko7f+BUHydQ34iCGKEAneadjRqWtQh8U3ULxLSR05fA1OU4miuWdXROxI00aeyq3m8R5j5ZfoHlELiOzlwwq5E6lFLfYejOk7vUG4Dxuss3ej7vOK9oREEytd9DGJFmd6OzQs692Cwr4NP8SJVYbYSrFl6OXmgnWKJ47Whdam85IbsV6R7zfg1tElfzgxCvX4VGz+edFNh+BOtN5YA0smJkPLKpsrMVT3PdkpoXX5KsmJARrvr8SWsuJ3m8JLFzUocn8sPIm0y9AKQBiXcqg69cmQktFeKlYjA7vuM7zuyn+lQn7N1To5DPO4vxEb4hWYcJH7D/cQaXJ/zzsQjzlSxeGOF3wct+FOnVgh3aR/KBQRA477EhCFA5xq8grzow8q7skUaphgAhayT0wZoX34PiIUaKJcUGjDxRHn8xNnC8lpQmdYkULzoVDeYeE1+ZnXCv+hFdIR0DzezX7VRe/fdhQxBXzMTgte516IBm1XXQi9VGxMt4/EWEuU8Wr5GqIXTBS4/GC5EAvGYW2N688w7fhAQfuDe/EVYglvPO3SZfAnjxMXhteh060Ii4cvHaeIp4dXvLLmaqQ90VKF4bdbzADXKffv2w4Tv14/PBi1pTQ+hYouuhggWvUw9sFkOIHbSR4vX6iwh1TBgviHw6+8eOeBHEK880D6J9YX/+heqo9Wm3fPC0uToiDq8g3wUvUaPDItDGDqORU8Or27s8Mfro7OLrj5z4Ikw6QLSKip3Z//2Nj5kuOlvpfDycM+LwQlEjyK54oSLaJCtJndKb5wavOHs/Tyv5Mm9CfVR/rztavrb7AkstcCpX/RXdosBuCNjoRzWV72zvCU1UmAWp00QStA72a+DxKtqvLpNq9qNovHYwByiQD2G0AfjVqSSQj2jxHQffTcBxETX6mMevRcVfcNRbr3MfMFFxJG5tE7gJ5fEp8GtJ6VZ168akcxYw98CTXSdUqhcis4QYUfzl5AP/j4OK4+AoKTRiAO9eJL9SwaNuGWlZsjpqI0FL+zwq/Eo8Xu0Ml8DFjIdS/gwNEepJLcwe0qYy8L95Jw/xK/n07q7vz4cvTNLSgEh+pYIO4yEmJuDVOZUCXj5iMi1pvHY+i13oxZn3om8SDTzgJW4GNPlVhgCWR0xwvmhedTaxuEkAyN7vMUXFPOJBNPRO17y4ZklWfKxK+wme/NvBj7etrkXwxlfRaVHnI6tX+cthb6oFlRolHBtvA9vqaaoZrl4tUA9uW0W91yVtCWMi27K6Jc+939qz0Qnj9apr8YIgfp6NxuuNiPYrU8PyG5w/cv7EnCrPIb/8XRKOsrHmhNl7IuxF5gvBKXSZp4IIX8eotQsL3R/mBj1+fNh16k8gheh8dFDZF2i5wEesvsGpWACJBieAF1j51mEDwPghOh8dLFhdhhjoG8OotYOYv0Q5yETxutc1Hy0QO2a6Vn1PYyvh0wKzYGEyAoOMP2phTQVN4DO/yZGaHzk/lOpWouOySDUbn7lnojwea09/JTzf0b02RpC3nOh3hvwaR9972MNX1nC2HwHDZUwyPOa80PDTSVsR8UIiRs+npdSHHSvRDCmMVL3YmaFQnv804Hzh0+7zafDYsHyivfIhH6jzdPJH4D6q7AAIunZptiuToSWZAsso4nwtxGCfZmOqMv1ls1OOpJFhVaKm15rFfhkxoZYkXt3NPc9lhNXNmNJov5bJkDDIRwOGryD8ifUSPFv6Ba3Zp//cw0k2dAJOdAF/sLHa6e33pgx+xPTaEZF/ud82nZYoXltdC3TwRoswIiq3UgM3OD/jhC0WF35Qg2AWp9Xyjjq/n6H3j//U/kIVRegEWg4Qidcrj8RPuQCpDh9q+/TaEREffzFQfXzaw3QtqFS26oO6RRRQlNWPbPUOgR+vhPVdQd6pbM7v7n+q7e/O71Q2sGYAQ4tPMbEXmPuOTucIRIpkdXzlSH/ZHlEkiNdOD7XJOFy20AO23i5dUMHfo9qX4cjeph9QP4mMcVTfx8LMyvwMnbAF/XxP8WxrBNrdWBHjX/5qUcGW6bVWcb8ZaL3cf/VYeBUz5UFDTVrehWOdmXGaWg0rMhG0ysE+XQWSBwL+FT2oyrPJjtgUL87XHjHxhY5pCuV1e0SRIF5LRm8F0jjFHWPyVQAMrQ+XIbzy7pWvqmEpprrx1z4v0EUTAIyPcXCVA7+aJbH8agshzObptVbhuIghUXJ4vSr0WjZaeBtE4wU2H8J8jEjZy/4ze+N/HoDM79bwUSC1cEXRj34+5iW1fLBpZWLdY67dIRY7pFkFkn3dVhKQGF4Xl2PKrtpFvudHuzbUp9l3hJWockdWAoEQjLo90NQPfkT8FuLtUx8dHX9F1TPhsChOI6ER69uB6SO+ENPjyYK1Hr7M0coOLBL352m9JUeb42hZocAiMLRrZH9djTo3RHxzVUR+RuJlRxWXZKXYaSKIlSEEO/q6VWJ4vfi+2PtKJ0iwOIFAf3MPh4mZTOPNhQyHVfeI1sxflU7Lx6gdKoRiBoxebKICU7nPf5obDL92VvlMr+9qZkRrnZXhROpUEFQOsMyX6iQNVZEvWJU5s7vgx5g+Rq+FVTHumYlW9HQ2bJei8z/YBbm1BD8hvCi9en+3VV724/AKZjG76r95NxNqFV03Gqt+9z9uqE65w6pX+QCsV6yx92J+gCpn29EEw/Wree3lQPC6u4puqTd9RDUrrNWj0babLtMEa+D7r8b3azN0aJOZqe193PTV+tsx0WilgnUt0ffd8XZyLdNECeFVlRuvlfXQDY4zljZibzsf3j192/3unx/eH7yoVOrBa/zKrGV8Hblnn9OzYAwGiI3NJYjXxUcFnpaH9C72Vi8rMwUBoObEL/fbBBcAufjsJItFxYiCJn9sLlF+7az0vbSI8HnN6XkBvtj44RBY0OC3kpj8mkMZ8s/XGFPUK6VPjNfFFyMjy27/b4SZfS6f0w2x8sZKjr0vmKiAQfS+mZtr1Bomwa/FQqbvdR8yxO1peaZ8D1ClaC72XpEmG5NeBYwn4vN/zV1IEK+1VeVYy2R4W36/q67GgQUDz0W9W2nj8YSWnoTLf42ebP1CjLtwTb7scVYkhsHzg0Un1WlVmB7RmkW41ixxcGuK5l4/YQw7MV4jF59W+19PmQpPlNU1J3r2ti+8wNr7b39UBrlmbREzYaMnW++RyebyP47XBcz8KZ/j1znpWTDL/3bVbLxZNBABwNgiTSfVx2XveOs9oiPLcAZGFSdmmErh4ge3yC+X4W1cWuHE/AK4eg7rW/uA/wgGqGQ5ZmTUXdjYyVlbNUnvyZFj9tbGZdMQsWPgJZDx76jtWvZO1g2wYdZiJfju2NTCtUTXpC9P1ovepAhGf3R07tjrR7+4+HP1hK+WZwSRiIWtY6+IDIPM8uz2A4Uck+P9yT9L3+IE7vHw+m7k4quVY5r6JhF4nvOqm8dcVxTG2Av3PJEbqKk/FPP5b/ePtZ47QbwelXInXYFYYMRwV9bqq0j3RLQw5sfc9dqPLsFJkJP1oyeBobyi//LkOPpIhH+PLGvJ/RiRod1boEX2vQWv+XABsGBj64GJdv5Ufr+DXqT4+F/3j8Ov/15JalUMJu7qo9mALdHRG2LlVKCurdjC6f4IEUeMZ7/0v36K8uxBYqsghWLoS2t+D3muVGP9oZ0q/tj96f4EERZUuSWvv9/xEYul5H/ImhdMrfrWj654bpFyEOTX71k5jqPrByTel84dJaJd6uOXjwAtXUn85x9obJ4rVL+ederL00aoJtsQBLNrVU1mq1GcjmesC0dr3BGx9h9DjxQDjlSoXxuIjTW9pe31PEIWrmV1BCssvwmc2fXFJf2sf9VQLFpa7G/zNQ6SNcke3E/0AckywpeuBpDNYtL+kGIhdoGjzq5vL2mugbORZy05vVTo8IOFigz75YH+Ylno6oyi/mP14dpmntbmqEApuiSfuvD24fJXetHA2t9z8Ru2+BuPJV1u+1lD0ZQ9SdIHCxbBut5Qy3nedJ9Zq0v3trYXUR5ub92rfrZ01xTpD9zyfIeSy9MVQ/YsSdJ0zy6i2J6OL9t48in8uCjOY3MczdWyVxyNnOy62AvXlXMGTsVmWDHJ6fygVe8ChHKLNkrRbafbUIYylKEMZShDGcpQhvJ/Rf4HlC9dUzROhXgAAAAASUVORK5CYII=",http://wateronplay.com:80/movie/Veron23/Veron2023/216461.mp4,1280,720,29,97104,0.861707
Zeke e Luther 2009 S02 E16,Séries | Disney +,https://image.tmdb.org/t/p/w600_and_h900_bestv2/bo0TGIBXoRvmqW3UPFqqNkL8FCd.jpg,http://wateronplay.com:80/series/Veron23/Veron2023/298145.mp4,960,540,23,31808,0.192253
Jornada nas Estrelas: Voyager 1995 S07 E18,Séries | Netflix,https://image.tmdb.org/t/p/w600_and_h900_bestv2/qK4hk3nDr5T2cOrl3VRsLR38bwO.jpg,http://wateronplay.com:80/series/Veron23/Veron2023/392240.mp4,848,480,23,63240,0.180935
S.W.A.T.: Força de Intervenção 2017 S03 E19,Séries | Prime Video,https://image.tmdb.org/t/p/w600_and_h900_bestv2/qNRFyhC1uQah8w60BI0keoiM6eG.jpg,http://wateronplay.com:80/series/Veron23/Veron2023/392093.mp4,1280,720,24,61791,0.613936
S.W.A.T.: Força de Intervenção 2017 S06 E13,Séries | Prime Video,https://image.tmdb.org/t/p/w600_and_h900_bestv2/u73FwmWKAV5HnDY083IrCzNpLE9.jpg,http://wateronplay.com:80/series/Veron23/Veron2023/392148.mp4,848,480,23,60146,0.176094
Argentina x México, Filmes | Copa Do Mundo 2022,https://s2.glbimg.com/86ziWrL421umQ8IhQU_8A4aFKzQ=/0x19:690x380/984x0/smart/filters:strip_icc()/i.s3.glbimg.com/v1/AUTH_bc8228b6673f488aa253bbcb03c80ec5/internal_photos/bs/2022/a/A/ZEvIKwRDWmfptqSABOiA/ficha-argentina-x-mexico.png,http://wateronplay.com:80/movie/Veron23/Veron2023/214922.mp4,1280,720,29,97060,0.865808
Drink Masters S01 E07,Séries | Netflix,https://image.tmdb.org/t/p/w600_and_h900_bestv2/zkoagUxj9jTBJTceCLLC6625lD6.jpg,http://wateronplay.com:80/series/Veron23/Veron2023/392351.mp4,1280,720,23,55254,0.456133
Estrada sem Saída S01 E06,Séries | Netflix,https://image.tmdb.org/t/p/w600_and_h900_bestv2/nOTZxQwDIGn1BlRVLkdKENfpC33.jpg,http://wateronplay.com:80/series/Veron23/Veron2023/392360.mp4,1280,720,25,39162,0.309703
