name,group-title,logo-link,link,largura,altura,fps,contagem quadros,tamanho_GB
10 Dias de um Homem Curioso, Filmes | Legendados,https://image.tmdb.org/t/p/w600_and_h900_bestv2/oYfKed3vI58cNN86OxDZ1Ryrgft.jpg,http://wateronplay.com:80/movie/Veron23/Veron2023/525710.mp4,1920,1080,25,165717,2.629408
A Vingança de Jack,Filmes | Lançamentos 2024,https://image.tmdb.org/t/p/w600_and_h900_bestv2/bcwCsAXYO13F2F4xMPS3mOHuuIB.jpg,http://wateronplay.com:80/movie/Veron23/Veron2023/525629.mp4,1918,816,25,127183,1.71511
Pacto de Redenção,Filmes | Lançamentos 2024,https://image.tmdb.org/t/p/w600_and_h900_bestv2/1jVlr869bV5ulcrJzqNlJs5KTMx.jpg,http://wateronplay.com:80/movie/Veron23/Veron2023/525625.mp4,1920,960,23,165275,2.32451
Pacto de Redenção LEG, Filmes | Legendados,https://image.tmdb.org/t/p/w600_and_h900_bestv2/1jVlr869bV5ulcrJzqNlJs5KTMx.jpg,http://wateronplay.com:80/movie/Veron23/Veron2023/525626.mp4,1920,960,23,165275,2.324509
Pai e Filha, Filmes | Lançamentos 2022,https://image.tmdb.org/t/p/w600_and_h900_bestv2/j1qJv4QWw9OGS8uWdaUXA92KV0f.jpg,http://wateronplay.com:80/movie/Veron23/Veron2023/525520.mp4,1920,800,25,125781,4.541627
Beleza, Filmes | Lançamentos 2022,https://image.tmdb.org/t/p/w600_and_h900_bestv2/iA5GZWM1NmXtESsXxtXxoK8Pjtx.jpg,http://wateronplay.com:80/movie/Veron23/Veron2023/525632.mp4,1920,804,23,189427,3.958044
Scooby-Doo em Hollywood,Filmes | Lançamentos 2024,https://image.tmdb.org/t/p/w600_and_h900_bestv2/t0DDWZVOyRjrpotc2qOvcFsRryp.jpg,http://wateronplay.com:80/movie/Veron23/Veron2023/525717.mp4,1920,1080,23,71395,1.18835
Pai e Filha LEG,Filmes | Lançamentos 2024,https://image.tmdb.org/t/p/w600_and_h900_bestv2/j1qJv4QWw9OGS8uWdaUXA92KV0f.jpg,http://wateronplay.com:80/movie/Veron23/Veron2023/525521.mp4,1920,800,25,125781,4.541463
"Monster High: Monstros, Câmera, Ação!",Filmes | Animação,https://image.tmdb.org/t/p/w600_and_h900_bestv2/hc0FthE5mKEehkQ9ZzaQdFlGZJs.jpg,http://wateronplay.com:80/movie/Veron23/Veron2023/525635.mp4,1920,1080,23,105911,1.488938
"Homens, Mulheres e Filhos",Filmes | Lançamentos 2024,https://image.tmdb.org/t/p/w600_and_h900_bestv2/28xrWaYrQ19BPNvUcuySyyXm6kz.jpg,http://wateronplay.com:80/movie/Veron23/Veron2023/525714.mp4,1920,1080,23,171843,2.8634
Monster High: Eletrizante,Filmes | Animação,https://image.tmdb.org/t/p/w600_and_h900_bestv2/cVzwB2zJk6PI1oA5evN9egmtreU.jpg,http://wateronplay.com:80/movie/Veron23/Veron2023/525634.mp4,1280,714,23,103173,1.450445
O Heroi,Filmes | Drama,https://image.tmdb.org/t/p/w600_and_h900_bestv2/aFrws9jzXYG7Ezp6vh9dPjXO9AB.jpg,http://wateronplay.com:80/movie/Veron23/Veron2023/525715.mp4,1920,1080,23,139153,2.314093
O Mar de Árvores,Filmes | Drama,https://image.tmdb.org/t/p/w600_and_h900_bestv2/4CjQwVJJlM3cCQMWJu2KCO6kKHg.jpg,http://wateronplay.com:80/movie/Veron23/Veron2023/525637.mp4,1920,816,23,159101,3.016808
Sem Refúgio LEG, Filmes | Legendados,https://image.tmdb.org/t/p/w600_and_h900_bestv2/dU05fLDIMBggFIuhpV7IATP5x4j.jpg,http://wateronplay.com:80/movie/Veron23/Veron2023/525641.mp4,1920,798,23,128186,1.802811
Super/Man: A História de Christopher Reeve LEG,Filmes | Lançamentos 2024,https://image.tmdb.org/t/p/w600_and_h900_bestv2/ab5X8sDqGD666YwSpTD35aNEjPk.jpg,http://wateronplay.com:80/movie/Veron23/Veron2023/525640.mp4,1920,960,23,150158,2.112115
Os Cinco Diabos Leg,Filmes | Terror,https://image.tmdb.org/t/p/w600_and_h900_bestv2/5J9VKYAvbE6ujHz2nGJ8Atf9v6j.jpg,http://wateronplay.com:80/movie/Veron23/Veron2023/525703.mp4,1920,804,23,138079,2.681245
Minha Família de Natal, Filmes | Lançamentos 2022,https://image.tmdb.org/t/p/w600_and_h900_bestv2/kdSxd78qJDHp0CxXOK5wrO9MwW9.jpg,http://wateronplay.com:80/movie/Veron23/Veron2023/525705.mp4,1920,1080,23,120410,5.691916
Minha Família de Natal LEG, Filmes | Legendados,https://image.tmdb.org/t/p/w600_and_h900_bestv2/kdSxd78qJDHp0CxXOK5wrO9MwW9.jpg,http://wateronplay.com:80/movie/Veron23/Veron2023/525706.mp4,1920,1080,23,120410,5.692046
Sintonia de Natal LEG, Filmes | Legendados,https://image.tmdb.org/t/p/w600_and_h900_bestv2/oMjYBzQmR4D4A4sajf846iDreGG.jpg,http://wateronplay.com:80/movie/Veron23/Veron2023/525709.mp4,1920,800,24,152488,5.49961
"Meu Filho, Nosso Mundo 4K",Filmes | 4K,https://image.tmdb.org/t/p/w600_and_h900_bestv2/iP1wYVjnBKUyeRyf2qDtP2GEB60.jpg,http://wateronplay.com:80/movie/Veron23/Veron2023/525518.mp4,3840,1920,23,145742,4.866751
HAIKYU!! A Batalha do Lixão,Filmes | Lançamentos 2024,https://image.tmdb.org/t/p/w600_and_h900_bestv2/75GXi5P8hcwaZeLJ0R3BwTZi9X2.jpg,http://wateronplay.com:80/movie/Veron23/Veron2023/525030.mp4,1920,1080,23,121632,1.731046
Saudade fez Morada aqui Dentro,Filmes | Lançamentos 2024,https://image.tmdb.org/t/p/w600_and_h900_bestv2/nlmT2IYvGddQjYLLOMZlEnduFTx.jpg,http://wateronplay.com:80/movie/Veron23/Veron2023/525301.mp4,1920,804,23,159102,2.237973
Terra Assombrada LEG,Filmes | Terror,https://image.tmdb.org/t/p/w600_and_h900_bestv2/34pS7twvj02qbs5VxSd8dsLT5mJ.jpg,http://wateronplay.com:80/movie/Veron23/Veron2023/525302.mp4,1920,800,25,126974,1.71229
Transformers: O Início LEG,Filmes | Lançamentos 2024,https://image.tmdb.org/t/p/w600_and_h900_bestv2/vNrB1IhtvFXsrisDGMLntOhdPnX.jpg,http://wateronplay.com:80/movie/Veron23/Veron2023/525304.mp4,1920,800,23,149969,2.109482
Keanu Reeves: The One and Only LEG,Filmes | Documentarios,https://image.tmdb.org/t/p/w600_and_h900_bestv2/rx6RbmKZ18oW6SniSaiMfA2v3KP.jpg,http://wateronplay.com:80/movie/Veron23/Veron2023/525306.mp4,1920,1080,25,74998,1.011337
Offshoot LEG, Filmes | Legendados,https://image.tmdb.org/t/p/w600_and_h900_bestv2/1p8u4bFAySJB5T5QYUSbaDY4tle.jpg,http://wateronplay.com:80/movie/Veron23/Veron2023/525308.mp4,1920,956,24,183035,2.570704
A Vingança de Maria LEG,Filmes | Ação,https://image.tmdb.org/t/p/w600_and_h900_bestv2/d7KJjttE1IQECkKNmtunQTmmp6m.jpg,http://wateronplay.com:80/movie/Veron23/Veron2023/525496.mp4,1280,720,23,129467,1.820132
Transformers: O Início,Filmes | Lançamentos 2024,https://image.tmdb.org/t/p/w600_and_h900_bestv2/vNrB1IhtvFXsrisDGMLntOhdPnX.jpg,http://wateronplay.com:80/movie/Veron23/Veron2023/525501.mp4,1920,800,23,154532,2.1725
O Último Garoto da Terra LEG, Filmes | Legendados,https://image.tmdb.org/t/p/w600_and_h900_bestv2/muqwfWK7m73uUftKj077sEhE1Iy.jpg,http://wateronplay.com:80/movie/Veron23/Veron2023/525711.mp4,1920,806,24,139555,4.711893
"Monster High: Scaris,  a Cidade Sem Luz",Filmes | Animação,https://image.tmdb.org/t/p/w600_and_h900_bestv2/xNl61wpfnnh42aH81t01PVkUfht.jpg,http://wateronplay.com:80/movie/Veron23/Veron2023/525508.mp4,1920,1080,23,87018,1.450156
O Abutre LEG,Filmes | Suspense,https://image.tmdb.org/t/p/w600_and_h900_bestv2/4dJp8HOCyr7gwiBijhBG46qf7vU.jpg,http://wateronplay.com:80/movie/Veron23/Veron2023/525507.mp4,1920,800,23,169879,2.388264
Cooties: A Epidemia,Filmes | Comedia,https://image.tmdb.org/t/p/w600_and_h900_bestv2/cDbclzPox0H0dn5nq1O9rcJQcEM.jpg,http://wateronplay.com:80/movie/Veron23/Veron2023/525512.mp4,1920,800,23,127191,2.375476
Aprendendo a Ser Pai,Filmes | Lançamentos 2024,https://image.tmdb.org/t/p/w600_and_h900_bestv2/xIpxyofh0lSCL0OobKrG6g3frUr.jpg,http://wateronplay.com:80/movie/Veron23/Veron2023/525514.mp4,1920,1040,23,142105,2.368238
A Face da Vingança,Filmes | Lançamentos 2024,https://image.tmdb.org/t/p/w600_and_h900_bestv2/tlMVU37EuUzgfc737cuusJMTQlr.jpg,http://wateronplay.com:80/movie/Veron23/Veron2023/525515.mp4,1920,816,23,127428,2.123633
Dra. Sandra Lee: Um Natal sem Cravos, Filmes | Lançamentos 2022,https://image.tmdb.org/t/p/w600_and_h900_bestv2/kMQgMTmGbrwzsOOub8SCenOw1z8.jpg,http://wateronplay.com:80/movie/Veron23/Veron2023/525026.mp4,1920,1080,29,78731,1.050149
O Roubo dos Diamantes, Filmes | Lançamentos 2023,https://image.tmdb.org/t/p/w600_and_h900_bestv2/cYD8XNHL11t85b5DrsAzp3kJqCk.jpg,http://wateronplay.com:80/movie/Veron23/Veron2023/525028.mp4,1920,1080,23,142346,2.117025
Venom: A Última Rodada LEG,Filmes | Lançamentos 2024,https://image.tmdb.org/t/p/w600_and_h900_bestv2/fTGJWXuFDcRSIVPgQLbxziGquOC.jpg,http://wateronplay.com:80/movie/Veron23/Veron2023/525012.mp4,1920,818,23,136629,2.276978
TXT minisode 3: TOMORROW Show,Filmes | Lançamentos 2024,https://image.tmdb.org/t/p/w600_and_h900_bestv2/ur3ll4WAW6RmS0Td8RfHtWIMQCj.jpg,http://wateronplay.com:80/movie/Veron23/Veron2023/525014.mp4,1920,1080,23,141676,1.991771
Dias Perfeitos leg,Filmes | Lançamentos 2024,https://image.tmdb.org/t/p/w600_and_h900_bestv2/p4oCDJgtYPg8lWqmeNIsqPwzZ7X.jpg,http://wateronplay.com:80/movie/Veron23/Veron2023/525015.mp4,1440,1080,23,179148,2.518582
A Flor do Buriti,Filmes | Lançamentos 2024,https://image.tmdb.org/t/p/w600_and_h900_bestv2/7ElZrHe97OcJPRBkiYz6KFpwJdd.jpg,http://wateronplay.com:80/movie/Veron23/Veron2023/525021.mp4,1920,1080,24,179546,2.986982
Cúmplice em Fuga LEG, Filmes | Legendados,https://image.tmdb.org/t/p/w600_and_h900_bestv2/j0U1I5lz9ueoxqpCObKkKwS6clg.jpg,http://wateronplay.com:80/movie/Veron23/Veron2023/525023.mp4,1920,1080,23,143469,2.136858
KILL: O Massacre no Trem LEG, Filmes | Legendados,https://image.tmdb.org/t/p/w600_and_h900_bestv2/fDPvEjEFHpKqL6fKLeiUaYdPfqs.jpg,http://wateronplay.com:80/movie/Veron23/Veron2023/525024.mp4,1920,1080,23,151645,2.526492
#Natal LEG, Filmes | Legendados,https://image.tmdb.org/t/p/w600_and_h900_bestv2/l0lH0hvU0XcPfhyRKydGjRKmXtf.jpg,http://wateronplay.com:80/movie/Veron23/Veron2023/523399.mp4,1920,1080,23,123793,2.056393
Martha LEG, Filmes | Legendados,https://image.tmdb.org/t/p/w600_and_h900_bestv2/4WN19oCTXlK8jXC0QZgNkBpcJcw.jpg,http://wateronplay.com:80/movie/Veron23/Veron2023/523401.mp4,1920,1080,23,167525,2.766401
Apocalipse Z - O Princípio do Fim,Filmes | Lançamentos 2024,https://image.tmdb.org/t/p/w600_and_h900_bestv2/lEgDKy3zDpEvk55xILevwZpj7bJ.jpg,http://wateronplay.com:80/movie/Veron23/Veron2023/523787.mp4,1920,800,23,169786,3.079784
Silvio,Filmes | Lançamentos 2024,https://image.tmdb.org/t/p/w600_and_h900_bestv2/8iu6Qf8v6KcIjfKRciGvjINn3PS.jpg,http://wateronplay.com:80/movie/Veron23/Veron2023/523789.mp4,1280,720,23,164497,1.88383
"Baby Boy, Baby Girl Leg", Filmes | Lançamentos 2023,https://image.tmdb.org/t/p/w600_and_h900_bestv2/cTi6t2F7i5MjhqRIEBjav6GJLfa.jpg,http://wateronplay.com:80/movie/Veron23/Veron2023/523790.mp4,1920,800,23,154872,3.327427
"O Fim da Viagem, o Começo de Tudo Leg", Filmes | Legendados,https://image.tmdb.org/t/p/w600_and_h900_bestv2/9tOrnmJLVuEFvfzYJZFYXYbSopF.jpg,http://wateronplay.com:80/movie/Veron23/Veron2023/523793.mp4,1920,800,23,172802,3.608839
O Herói e o Terror,Filmes | Lançamentos 2024,https://image.tmdb.org/t/p/w600_and_h900_bestv2/eEOLxVXmpD0JJxuRu92O5wBWke9.jpg,http://wateronplay.com:80/movie/Veron23/Veron2023/525716.mp4,1920,1080,23,139137,2.317612
O Silêncio das Rosas,Filmes | Documentarios,https://image.tmdb.org/t/p/w600_and_h900_bestv2/zYkRHLcjyJLSndISpRI9GROZzzl.jpg,http://wateronplay.com:80/movie/Veron23/Veron2023/523796.mp4,1920,1080,23,161722,3.609463
Último Tango em Paris,Filmes | Romance,https://image.tmdb.org/t/p/w600_and_h900_bestv2/7v22tVmKzmj4MU9IJ1xqFgK1R2L.jpg,http://wateronplay.com:80/movie/Veron23/Veron2023/523797.mp4,1920,1040,23,186458,3.107412
A Ponte de Remagen, Filmes | Guerra,https://image.tmdb.org/t/p/w600_and_h900_bestv2/hbJtJSbhcuqRg6lDmWuEdiK2dn.jpg,http://wateronplay.com:80/movie/Veron23/Veron2023/523800.mp4,1920,816,23,167691,2.794652
Bonequinha de Luxo,Filmes | Romance,https://image.tmdb.org/t/p/w600_and_h900_bestv2/iBdn6jkwOKnJ02W8pdljYyCkYch.jpg,http://wateronplay.com:80/movie/Veron23/Veron2023/523801.mp4,1920,1080,23,165576,2.759403
Pedro Páramo LEG, Filmes | Legendados,https://image.tmdb.org/t/p/w600_and_h900_bestv2/AeeqpYGfMr4dpepzrwfYTo22aDy.jpg,http://wateronplay.com:80/movie/Veron23/Veron2023/525713.mp4,1920,960,24,190225,7.78775
Bad Candy,Filmes | Terror,https://image.tmdb.org/t/p/w600_and_h900_bestv2/9HRQiPxTGsUpP9hqCC1R5D1gQZT.jpg,http://wateronplay.com:80/movie/Veron23/Veron2023/523812.mp4,1280,720,23,150203,1.894288
A Filha de um Ladrão,Filmes | Drama,https://image.tmdb.org/t/p/w600_and_h900_bestv2/mv9dCh8XV6UlhaozNYTWdQ3kgC.jpg,http://wateronplay.com:80/movie/Veron23/Veron2023/523814.mp4,1920,1040,23,147777,2.077536
A Mutação,Filmes | Terror,https://image.tmdb.org/t/p/w600_and_h900_bestv2/b1yG7yrxvjEs8ToQuDkeNvenBg7.jpg,http://wateronplay.com:80/movie/Veron23/Veron2023/523816.mp4,1280,720,23,125780,1.74105
Amor à Venda,Filmes | Lançamentos 2024,https://image.tmdb.org/t/p/w600_and_h900_bestv2/9NKPk1hk27BUWprS6PLAYJjfDMF.jpg,http://wateronplay.com:80/movie/Veron23/Veron2023/523817.mp4,1280,720,23,138306,1.890904
Gigantes,Filmes | Lançamentos 2024,https://image.tmdb.org/t/p/w600_and_h900_bestv2/49aRjd0Xth6ypKNmS1WbltFvcPI.jpg,http://wateronplay.com:80/movie/Veron23/Veron2023/523820.mp4,1280,720,23,126721,1.680703
Livre: Encanto criminal,Filmes | Lançamentos 2024,https://image.tmdb.org/t/p/w600_and_h900_bestv2/mPYml0BafDF8hWqBj6PflFVsbVg.jpg,http://wateronplay.com:80/movie/Veron23/Veron2023/523821.mp4,1280,720,23,158971,2.234911
O Mal Está Lá Fora,Filmes | Prime Video,https://image.tmdb.org/t/p/w600_and_h900_bestv2/15yzHHChGGMQieTjxoXe7ChOlgm.jpg,http://wateronplay.com:80/movie/Veron23/Veron2023/523824.mp4,1920,1080,23,112695,1.584374
O Último Sol,Filmes | Lançamentos 2024,https://image.tmdb.org/t/p/w600_and_h900_bestv2/t9X1KTfm09AJj4r6lQJkfNccPP2.jpg,http://wateronplay.com:80/movie/Veron23/Veron2023/523825.mp4,1280,720,23,97649,1.32566
Uma Paixão Ardente,Filmes | Romance,https://image.tmdb.org/t/p/w600_and_h900_bestv2/qaWpInqafTmmAIEteJ4q71hCep4.jpg,http://wateronplay.com:80/movie/Veron23/Veron2023/523827.mp4,1280,720,23,119621,1.616726
Luck,Filmes | Animação,https://image.tmdb.org/t/p/w600_and_h900_bestv2/aeJHkkrDvbXPB25NghNbv5kUBVi.jpg,http://wateronplay.com:80/movie/Veron23/Veron2023/523843.mp4,1920,1038,23,151685,2.527906
Sem Refúgio,Filmes | Lançamentos 2024,https://image.tmdb.org/t/p/w600_and_h900_bestv2/dU05fLDIMBggFIuhpV7IATP5x4j.jpg,http://wateronplay.com:80/movie/Veron23/Veron2023/523844.mp4,1920,798,23,128185,2.136248
Quem Está Aí?, Filmes | Lançamentos 2022,https://image.tmdb.org/t/p/w600_and_h900_bestv2/19mx05Vx4oUapIQeGw63FaWpXvK.jpg,http://wateronplay.com:80/movie/Veron23/Veron2023/523846.mp4,1920,1080,23,112935,1.882103
Coisas do Amor, Filmes | Lançamentos 2022,https://image.tmdb.org/t/p/w600_and_h900_bestv2/4WlPD2RWH7rl75oYNu3IapropxV.jpg,http://wateronplay.com:80/movie/Veron23/Veron2023/525636.mp4,1918,812,24,143679,2.017909
A Porta do Porão,Filmes | Lançamentos 2024,https://image.tmdb.org/t/p/w600_and_h900_bestv2/gy5e1PaBPXjSM8Px4KnNfqF9OMk.jpg,http://wateronplay.com:80/movie/Veron23/Veron2023/523850.mp4,1920,960,23,140028,2.333632
A Hora do Rush 3,Filmes | Ação,https://image.tmdb.org/t/p/w600_and_h900_bestv2/15tifAGNBdy4cLKDXKD2Iam8OkM.jpg,http://wateronplay.com:80/movie/Veron23/Veron2023/523855.mp4,854,480,23,131076,0.76221
Gigantes,Filmes | Lançamentos 2024,https://image.tmdb.org/t/p/w600_and_h900_bestv2/49aRjd0Xth6ypKNmS1WbltFvcPI.jpg,http://wateronplay.com:80/movie/Veron23/Veron2023/524697.mp4,1920,1080,24,126849,2.105619
Monstro,Filmes | Lançamentos 2024,https://image.tmdb.org/t/p/w600_and_h900_bestv2/NMOL3cADGwjh24YzP7C3Xbagcr.jpg,http://wateronplay.com:80/movie/Veron23/Veron2023/524699.mp4,1920,1080,23,182095,3.030139
O Colírio do Corman Me Deixou Doido Demais,Filmes | Lançamentos 2024,https://image.tmdb.org/t/p/w600_and_h900_bestv2/ucLCYcdUR09HtwSdUFOQPQ8JTSy.jpg,http://wateronplay.com:80/movie/Veron23/Veron2023/524700.mp4,1920,1080,23,26890,0.448243
Cellar Door 4K,Filmes | 4K,https://image.tmdb.org/t/p/w600_and_h900_bestv2/ipIqt91soH8bn5xRst4pPrC7ZSM.jpg,http://wateronplay.com:80/movie/Veron23/Veron2023/524894.mp4,3840,1920,23,140026,4.678826
10 Dias de um Homem Curioso,Filmes | Lançamentos 2024,https://image.tmdb.org/t/p/w600_and_h900_bestv2/oYfKed3vI58cNN86OxDZ1Ryrgft.jpg,http://wateronplay.com:80/movie/Veron23/Veron2023/525630.mp4,1920,872,23,158930,3.143955
13 Fantasmas,Filmes | Terror,https://image.tmdb.org/t/p/w600_and_h900_bestv2/rVcigGnXNtYQoBAhTWGAS9o03jc.jpg,http://wateronplay.com:80/movie/Veron23/Veron2023/523392.mp4,1280,688,23,130632,0.705591
Corte no Tempo,Filmes | Lançamentos 2024,https://image.tmdb.org/t/p/w600_and_h900_bestv2/zzS5c2MoVRFnHLoDDCvkMKU7Rxc.jpg,http://wateronplay.com:80/movie/Veron23/Veron2023/523394.mp4,1920,1080,23,131778,2.120492
From the River to the Sea - Um Filme Sobre a Guerra em Israel,Filmes | Lançamentos 2024,https://image.tmdb.org/t/p/w600_and_h900_bestv2/3iFmtROx5NIuXpJ1GuqvBZV3W7C.jpg,http://wateronplay.com:80/movie/Veron23/Veron2023/523396.mp4,1920,1080,23,199624,3.316457
O Encanto das Fadas,Filmes | Fantasia,https://image.tmdb.org/t/p/w600_and_h900_bestv2/5H86i0qE8zCAbg0vTBKG7S7I2Vi.jpg,http://wateronplay.com:80/movie/Veron23/Veron2023/523080.mp4,1920,1080,23,140306,1.736711
ParaNorman,Filmes | Aventura,https://image.tmdb.org/t/p/w600_and_h900_bestv2/9DZPtuYTKYxt6vzHvZ5FLThG4fl.jpg,http://wateronplay.com:80/movie/Veron23/Veron2023/523081.mp4,1920,800,23,132711,1.614485
Programa de Proteção para Princesas,Filmes | Comedia,https://image.tmdb.org/t/p/w600_and_h900_bestv2/zuQDHKbFgtBMtFqUMX0J8orEfAT.jpg,http://wateronplay.com:80/movie/Veron23/Veron2023/523082.mp4,1280,720,23,128599,1.062204
Terra Violenta,Filmes | Faroeste,https://image.tmdb.org/t/p/w600_and_h900_bestv2/27PAeztGdJLa32Y0ycS5roljYzI.jpg,http://wateronplay.com:80/movie/Veron23/Veron2023/523084.mp4,1920,808,23,149075,1.706759
A Falha LEG, Filmes | Legendados,https://image.tmdb.org/t/p/w600_and_h900_bestv2/sfe9W0Zb0Oug7CQ4WkifgLVYiUB.jpg,http://wateronplay.com:80/movie/Veron23/Veron2023/523088.mp4,1920,1080,29,129472,1.725052
Memórias de Natal LEG, Filmes | Legendados,https://image.tmdb.org/t/p/w600_and_h900_bestv2/9eQLagVtoievYdM46B81F7BiGk7.jpg,http://wateronplay.com:80/movie/Veron23/Veron2023/523090.mp4,1920,1080,23,124561,2.068609
Natal em Londres LEG, Filmes | Legendados,https://image.tmdb.org/t/p/w600_and_h900_bestv2/3EVgNgf4tpBq8Fg3oyRmjTL1ny7.jpg,http://wateronplay.com:80/movie/Veron23/Veron2023/523092.mp4,1920,1080,23,123289,2.036368
Perigos da Rede,Filmes | Drama,https://image.tmdb.org/t/p/w600_and_h900_bestv2/ueu6IuH0J2tYrOuflPbwU9klQkI.jpg,http://wateronplay.com:80/movie/Veron23/Veron2023/525639.mp4,1920,1080,23,128370,2.439507
Paul McCartney: Got Back, Filmes | Lançamentos 2023,https://image.tmdb.org/t/p/w600_and_h900_bestv2/i72G0ktr6aMPvSPhyN3Q4gxZAn2.jpg,http://wateronplay.com:80/movie/Veron23/Veron2023/523097.mp4,1280,720,23,223201,3.720209
Doctor Who - A Risadinha 2023, Filmes | Lançamentos 2023,https://upload.wikimedia.org/wikipedia/en/5/5f/Doctor_Who_The_Giggle.jpg,http://wateronplay.com:80/movie/Veron23/Veron2023/523099.mp4,1920,1080,23,88008,1.466659
Thriller 40, Filmes | Paramount +,https://image.tmdb.org/t/p/w600_and_h900_bestv2/gjPWSlywWlIH8L2lVpKMpyA12GO.jpg,http://wateronplay.com:80/movie/Veron23/Veron2023/523100.mp4,1920,1080,23,127471,2.124349
Ibiza: Tudo pelo DJ,Filmes | Comedia,https://image.tmdb.org/t/p/w600_and_h900_bestv2/3f6b7XrqjvedzsFkneVBWhcpIuI.jpg,http://wateronplay.com:80/movie/Veron23/Veron2023/523388.mp4,848,480,23,135755,0.39842
Liga da Justiça,Filmes | Ação,https://image.tmdb.org/t/p/w600_and_h900_bestv2/geyu6rplpbp7OUeOfB2uRVf1LpG.jpg,http://wateronplay.com:80/movie/Veron23/Veron2023/523391.mp4,1280,720,23,172641,1.423747
A Falha,Filmes | Suspense,https://image.tmdb.org/t/p/w600_and_h900_bestv2/sfe9W0Zb0Oug7CQ4WkifgLVYiUB.jpg,http://wateronplay.com:80/movie/Veron23/Veron2023/522681.mp4,1920,1080,29,129477,1.725058
Amor de Hanukkah, Filmes | Lançamentos 2022,https://image.tmdb.org/t/p/w600_and_h900_bestv2/3772YPRvnkRJLi7qBB1guPzlPvr.jpg,http://wateronplay.com:80/movie/Veron23/Veron2023/522682.mp4,1920,1080,23,124513,2.063218
Meu Amigo Pinguim,Filmes | Lançamentos 2024,https://image.tmdb.org/t/p/w600_and_h900_bestv2/ftNBZMJWl9ECHtOwZ8p5Lmkksc5.jpg,http://wateronplay.com:80/movie/Veron23/Veron2023/522686.mp4,1920,1080,23,140345,2.337328
Natal em Londres, Filmes | Lançamentos 2022,https://image.tmdb.org/t/p/w600_and_h900_bestv2/3EVgNgf4tpBq8Fg3oyRmjTL1ny7.jpg,http://wateronplay.com:80/movie/Veron23/Veron2023/522687.mp4,1920,1080,23,123289,2.036216
Sing Thriller,Filmes | Lançamentos 2024,https://image.tmdb.org/t/p/w600_and_h900_bestv2/i77OInTKcrnRlAozFOaB6D5mk15.jpg,http://wateronplay.com:80/movie/Veron23/Veron2023/522690.mp4,1920,1080,23,19868,0.279758
Um Natal Bem Casado, Filmes | Lançamentos 2022,https://image.tmdb.org/t/p/w600_and_h900_bestv2/xquLQmRPrRlpComrhn0AoOSdPma.jpg,http://wateronplay.com:80/movie/Veron23/Veron2023/522691.mp4,1920,1080,23,125233,2.07136
Os Meninos Que Enganavam Nazistas,Filmes | Drama,https://image.tmdb.org/t/p/w600_and_h900_bestv2/o9yyogXcUZG3NaBgXvwJMcEQ4b7.jpg,http://wateronplay.com:80/movie/Veron23/Veron2023/521116.mp4,1920,800,23,162203,1.855724
Scooby-Doo! A Lenda do Fantasmossauro,Filmes | Animação,https://image.tmdb.org/t/p/w600_and_h900_bestv2/eXg3h8i4wHGUoTfIZdRWhqr7vTx.jpg,http://wateronplay.com:80/movie/Veron23/Veron2023/521119.mp4,856,480,23,108247,1.239644
Scooby-Doo! A Máscara do Falcão Azul,Filmes | Animação,https://image.tmdb.org/t/p/w600_and_h900_bestv2/ghH7KNij80B7SzBsKiXCNEBPRrc.jpg,http://wateronplay.com:80/movie/Veron23/Veron2023/521121.mp4,1920,1080,23,109937,1.258691
Scooby-Doo! Acampamento Assustador,Filmes | Animação,https://image.tmdb.org/t/p/w600_and_h900_bestv2/9DXm5pj961mL0Zt77PyhmNADlBQ.jpg,http://wateronplay.com:80/movie/Veron23/Veron2023/521123.mp4,856,480,17,78306,1.194386
Scooby-Doo! E a Lenda do Vampiro,Filmes | Animação,https://image.tmdb.org/t/p/w600_and_h900_bestv2/zaq9f2oDvk1cYLBa0ZliVoYa1ZT.jpg,http://wateronplay.com:80/movie/Veron23/Veron2023/521125.mp4,640,480,23,103828,1.18903
Scooby-Doo! e o Abominável Homem das Neves,Filmes | Animação,https://image.tmdb.org/t/p/w600_and_h900_bestv2/tOlvwlIImnHTjH1KmiPdJU2LagX.jpg,http://wateronplay.com:80/movie/Veron23/Veron2023/521126.mp4,720,480,23,104665,1.198619
Scooby-Doo e o Monstro do Lago Ness,Filmes | Animação,https://image.tmdb.org/t/p/w600_and_h900_bestv2/n4GI747psnvS6ZiOcm97pCDLzug.jpg,http://wateronplay.com:80/movie/Veron23/Veron2023/521129.mp4,640,480,23,107214,1.227806
Scooby-Doo! e o Rei dos Duendes,Filmes | Animação,https://image.tmdb.org/t/p/w600_and_h900_bestv2/tFybltSYMrbJlwgRmSjphZWkIKD.jpg,http://wateronplay.com:80/movie/Veron23/Veron2023/521131.mp4,640,480,23,106812,1.223204
Scooby-Doo! Gostosuras ou Travessuras,Filmes | Animação,https://image.tmdb.org/t/p/w600_and_h900_bestv2/iauo38WI2GhdGAvplbzV6Q8ErWY.jpg,http://wateronplay.com:80/movie/Veron23/Veron2023/521135.mp4,1918,1078,23,111587,1.277546
Risco Total,Filmes | Prime Video,https://image.tmdb.org/t/p/w600_and_h900_bestv2/aLI8UlMRs92XH8IrGT0TeNMdbIw.jpg,http://wateronplay.com:80/movie/Veron23/Veron2023/525704.mp4,1920,800,23,162141,3.058883
