name,group-title,logo-link,link,largura,altura,fps,contagem quadros,tamanho_GB,ano,tipo,legendado,temporada,episodio,cam,dublado,provedor,generos,date
América,[Novelas Globo],https://image.tmdb.org/t/p/w600_and_h900_bestv2/y0W5713QrGQPpkS6FjG46CLRLh0.jpg,http://dns.acaidopara.net:8080/series/igorcerqueira/ic120142750/891683.mp4,1280,720,29,85705,0.668367,,Série,False,1.0,66.0,False,False,"G, l, o, b, o, p, l, a, y","Comédia, Drama",
Ana Pimentinha,Séries | Desenhos,https://image.tmdb.org/t/p/w600_and_h900_bestv2/g6A0BrynhjmHoV8ts6UyTheoPMe.jpg,http://wateronplay.com:80/series/Veron23/Veron2023/386380.mp4,640,480,25,32470,0.092214,,Série,False,1.0,6.0,False,False,"D, i, s, n, e, y,  , P, l, u, s","Animação, Comédia, Família",
Anatomia de Uma Queda, Filmes | Legendados,https://image.tmdb.org/t/p/w600_and_h900_bestv2/woXYl0DJTx6TsfYWPkSfNHTsoOx.jpg,http://wateronplay.com:80/movie/Veron23/Veron2023/309028.mp4,1280,690,24,220439,1.970519,"<re.Match object; span=(22, 28), match='(2023)'>",Filme,False,,,False,False,Amazon Prime Video,"Crime, Mistério, Thriller",2023-08-23
Andando nas Nuvens,Séries | Novelas,https://image.tmdb.org/t/p/w600_and_h900_bestv2/s7phAsuHjxLPBmMQPHASUmnFQTk.jpg,http://wateronplay.com:80/series/Veron23/Veron2023/322290.mp4,960,720,29,65891,0.331556,,Série,False,1.0,49.0,False,False,"G, l, o, b, o, p, l, a, y",Comédia,
Andando nas Nuvens,Séries | Novelas,https://image.tmdb.org/t/p/w600_and_h900_bestv2/pqEr9WvEvgFmgfmDW8wV03YQaln.jpg,http://wateronplay.com:80/series/Veron23/Veron2023/370666.mp4,960,720,29,71018,0.344717,,Série,False,1.0,90.0,False,False,"G, l, o, b, o, p, l, a, y",Comédia,
Andando nas Nuvens,Séries | Novelas,https://image.tmdb.org/t/p/w600_and_h900_bestv2/ewS9pHb50Dt6jY6XkrALOpdVOuS.jpg,http://wateronplay.com:80/series/Veron23/Veron2023/325849.mp4,960,720,29,66951,0.333324,,Série,False,1.0,71.0,False,False,"G, l, o, b, o, p, l, a, y",Comédia,
Andando nas Nuvens,Séries | Novelas,https://image.tmdb.org/t/p/w600_and_h900_bestv2/9ClSJ3rneKTvCEUj7JS9NhYbq75.jpg,http://wateronplay.com:80/series/Veron23/Veron2023/376398.mp4,960,720,29,72714,0.325412,,Série,False,1.0,135.0,False,False,"G, l, o, b, o, p, l, a, y",Comédia,
Andando nas Nuvens,Séries | Novelas,https://image.tmdb.org/t/p/w600_and_h900_bestv2/nvonFXl7JjktonFybCVm8mcwXAx.jpg,http://wateronplay.com:80/series/Veron23/Veron2023/316295.mp4,960,720,29,75337,0.322593,,Série,False,1.0,11.0,False,False,"G, l, o, b, o, p, l, a, y",Comédia,
Andando nas Nuvens,Séries | Novelas,https://image.tmdb.org/t/p/w600_and_h900_bestv2/j14EKC7xRxh7dFMEVXwgTuLzmtL.jpg,http://wateronplay.com:80/series/Veron23/Veron2023/390413.mp4,960,720,29,74294,0.325005,,Série,False,1.0,190.0,False,False,"G, l, o, b, o, p, l, a, y",Comédia,
Andando nas Nuvens,Séries | Novelas,https://image.tmdb.org/t/p/w600_and_h900_bestv2/afg2EKKnrDYL6pFCmklvnmzaA01.jpg,http://wateronplay.com:80/series/Veron23/Veron2023/384214.mp4,960,720,29,77761,0.355987,,Série,False,1.0,157.0,False,False,"G, l, o, b, o, p, l, a, y",Comédia,
Andando nas Nuvens,Séries | Novelas,https://image.tmdb.org/t/p/w600_and_h900_bestv2/lVBQHjr1CHiK68y6Qb1SDKoRMi.jpg,http://wateronplay.com:80/series/Veron23/Veron2023/376397.mp4,960,720,29,73174,0.342704,,Série,False,1.0,134.0,False,False,"G, l, o, b, o, p, l, a, y",Comédia,
Andrômeda,Séries | Diversas,https://image.tmdb.org/t/p/w600_and_h900_bestv2/uC6rKhUUxUuZPNWMkRMSmf082oj.jpg,http://wateronplay.com:80/series/Veron23/Veron2023/305836.mp4,848,480,23,61805,0.181737,,Série,False,4.0,10.0,False,False,,,
Andrômeda,Séries | Diversas,https://image.tmdb.org/t/p/w600_and_h900_bestv2/rZvsEaemErPSK5RUibzw1LDRLGK.jpg,http://wateronplay.com:80/series/Veron23/Veron2023/305870.mp4,848,480,23,61805,0.181696,,Série,False,5.0,22.0,False,False,,,
Andrômeda,Séries | Diversas,https://image.tmdb.org/t/p/w600_and_h900_bestv2/e7sXpUDUA6sfd9zAEjVFHQTJQ90.jpg,http://wateronplay.com:80/series/Veron23/Veron2023/305857.mp4,848,480,23,61805,0.181824,,Série,False,5.0,9.0,False,False,,,
Andrômeda,Séries | Diversas,https://image.tmdb.org/t/p/w600_and_h900_bestv2/dAhrgk6NK6rhdoBZnt0VIc5UGyE.jpg,http://wateronplay.com:80/series/Veron23/Veron2023/305852.mp4,848,480,23,61805,0.181818,,Série,False,5.0,4.0,False,False,,,
Andrômeda,Séries | Diversas,https://image.tmdb.org/t/p/w600_and_h900_bestv2/fDGMBCk6EoSs3h3MMvK6crg2ndH.jpg,http://wateronplay.com:80/series/Veron23/Veron2023/305801.mp4,848,480,23,61828,0.181921,,Série,False,2.0,19.0,False,False,,,
Andrômeda,Séries | Diversas,https://image.tmdb.org/t/p/w600_and_h900_bestv2/wRvNkAbG9g9zV9lEtviuc8YdWGj.jpg,http://wateronplay.com:80/series/Veron23/Veron2023/305766.mp4,848,480,29,77228,0.182338,,Série,False,1.0,6.0,False,False,,,
Andrômeda,Séries | Diversas,https://image.tmdb.org/t/p/w600_and_h900_bestv2/uAlfPlnvxhtD2ued4kpoByMnoYM.jpg,http://wateronplay.com:80/series/Veron23/Veron2023/305823.mp4,848,480,23,61805,0.181805,,Série,False,3.0,19.0,False,False,,,
Andrômeda,Séries | Diversas,https://image.tmdb.org/t/p/w600_and_h900_bestv2/18muM0128auMyLc9FOgfQKlwM3g.jpg,http://wateronplay.com:80/series/Veron23/Veron2023/305797.mp4,848,480,23,61828,0.18189,,Série,False,2.0,15.0,False,False,,,
Andrômeda,Séries | Diversas,https://image.tmdb.org/t/p/w600_and_h900_bestv2/7hDWqoQZNP3sxMI1UshhT9rTa3R.jpg,http://wateronplay.com:80/series/Veron23/Veron2023/305782.mp4,848,480,29,77228,0.182357,,Série,False,1.0,22.0,False,False,,,
Andy e Seu Esquilo,Séries | Desenhos,https://image.tmdb.org/t/p/w600_and_h900_bestv2/38wE92prlvwHo0OMaH7xlShy4hV.jpg,http://wateronplay.com:80/series/Veron23/Veron2023/309766.mp4,848,480,29,41446,0.098134,,Série,False,2.0,6.0,False,False,"M, a, x","Animação, Comédia",
Andy e Seu Esquilo,[Desenhos Cartoon Network],https://image.tmdb.org/t/p/w300/38wE92prlvwHo0OMaH7xlShy4hV.jpg,http://dns.clientetv.net:8080/series/fabiano08/20fabi22ano/921497.mp4,720,480,25,16435,0.113953,,Série,False,2.0,5.0,False,False,"M, a, x","Animação, Comédia",
Andy e Seu Esquilo,[Desenhos Cartoon Network],https://image.tmdb.org/t/p/w300/WmLeIe3W8lltumKK7g9CK0BCyN.jpg,http://dns.clientetv.net:8080/series/guitv31/Gu102/921478.mp4,720,480,25,16431,0.114612,,Série,False,1.0,12.0,False,False,"M, a, x","Animação, Comédia",
Angie Tribeca,Séries | Diversas,https://image.tmdb.org/t/p/w600_and_h900_bestv2/5VkTd9jvsnxmSxawtI3Ee9KiPnP.jpg,http://wateronplay.com:80/series/Veron23/Veron2023/116176.mp4,848,480,23,30311,0.083542,,Série,False,3.0,4.0,False,False,,,
Anikulapo A Ascensão do Espírito,Séries | Netflix,https://image.tmdb.org/t/p/w600_and_h900_bestv2/51hDgzcIPVk0JMhqcyVYUB9dWQA.jpg,http://wateronplay.com:80/series/Veron23/Veron2023/519685.mp4,1280,720,24,98319,0.811616,,Série,False,1.0,3.0,False,False,"N, e, t, f, l, i, x",Drama,
Animal Kingdom,[Prime Vídeo],https://image.tmdb.org/t/p/w300/aX7KS5NAferBAi4LFdxCseUQ8IH.jpg,http://dns.clientetv.net:8080/series/lA7KgYiyvinicius/wfwpTPFNpai/88868.mp4,1280,720,23,86332,0.840496,,Série,False,6.0,13.0,False,False,"A, m, a, z, o, n,  , P, r, i, m, e,  , V, i, d, e, o","Crime, Drama",
Animal Kingdom,[Prime Vídeo],https://image.tmdb.org/t/p/w600_and_h900_bestv2/tpnHrx2UuBF0lQiZsGP40t4P9ml.jpg,http://dns.clientetv.net:8080/series/lA7KgYiyvinicius/wfwpTPFNpai/87967.mp4,1280,720,23,66307,0.645641,,Série,False,6.0,10.0,False,False,"A, m, a, z, o, n,  , P, r, i, m, e,  , V, i, d, e, o","Crime, Drama",
Animal Kingdom Reino Animal,Séries | HBO MAX,https://image.tmdb.org/t/p/w600_and_h900_bestv2/fN6PABxuPY0jAEvLDEP3KnCDhjr.jpg,http://wateronplay.com:80/series/Veron23/Veron2023/116617.mp4,1280,720,23,70693,0.442171,,Série,False,2.0,9.0,False,False,"A, m, a, z, o, n,  , P, r, i, m, e,  , V, i, d, e, o","Crime, Drama",
Animal Kingdom Reino Animal,Séries | HBO MAX,https://image.tmdb.org/t/p/w600_and_h900_bestv2/ui8pMGGf1cqjVMXD7pf8keGTtfB.jpg,http://wateronplay.com:80/series/Veron23/Veron2023/116637.mp4,848,480,23,64968,0.190691,,Série,False,4.0,3.0,False,False,"A, m, a, z, o, n,  , P, r, i, m, e,  , V, i, d, e, o","Crime, Drama",
Animal Kingdom Reino Animal,Séries | HBO MAX,https://image.tmdb.org/t/p/w300/aX7KS5NAferBAi4LFdxCseUQ8IH.jpg,http://wateronplay.com:80/series/Veron23/Veron2023/167108.mp4,848,480,23,86332,0.252333,,Série,False,6.0,13.0,False,False,"A, m, a, z, o, n,  , P, r, i, m, e,  , V, i, d, e, o","Crime, Drama",
Animal Kingdom Reino Animal,Séries | HBO MAX,https://image.tmdb.org/t/p/w600_and_h900_bestv2/bI203X36Kl1C5ZoZb8scexLsmsn.jpg,http://wateronplay.com:80/series/Veron23/Veron2023/116638.mp4,848,480,23,67461,0.19802,,Série,False,4.0,4.0,False,False,"A, m, a, z, o, n,  , P, r, i, m, e,  , V, i, d, e, o","Crime, Drama",
Animaniacs,[Max Desenhos],https://image.tmdb.org/t/p/w600_and_h900_bestv2/ndoqlG4oT1U4WxrWzSQSKkOZvBg.jpg,http://dns.clientetv.net:8080/series/guitv31/Gu102/62764.mp4,1280,720,23,36769,0.357967,,Série,False,1.0,10.0,False,False,,,
Anitta no Rock The Mountain,Filmes | Lançamentos 2024,https://noveflix.net/wp-content/uploads/2010/11/anitta-203x300.jpg,http://wateronplay.com:80/movie/Veron23/Veron2023/529241.mp4,1280,720,30,171013,1.737796,,Filme,False,,,False,False,,,2024-11-10
Anjo Mau,[Novelas Globo],https://image.tmdb.org/t/p/w600_and_h900_bestv2/7sg9QVAcWPt0wFBoIi36zpqFsbu.jpg,http://dns.clientetv.net:8080/series/genildarosa/45nw73hyZ/80996.mp4,1280,720,29,62796,0.489888,,Série,False,1.0,80.0,False,False,"G, l, o, b, o, p, l, a, y",Drama,
Anjo Mau,Séries | Novelas,https://image.tmdb.org/t/p/w600_and_h900_bestv2/hN9pF4XjjpUE6Ik1VFdCB9baWyv.jpg,http://wateronplay.com:80/series/Veron23/Veron2023/306258.mp4,854,480,23,51551,0.322444,,Série,False,1.0,110.0,False,False,"G, l, o, b, o, p, l, a, y",Drama,
Anjo Mau,Séries | Novelas,https://image.tmdb.org/t/p/w600_and_h900_bestv2/hN9pF4XjjpUE6Ik1VFdCB9baWyv.jpg,http://wateronplay.com:80/series/Veron23/Veron2023/306294.mp4,854,480,23,51988,0.325066,,Série,False,1.0,146.0,False,False,"G, l, o, b, o, p, l, a, y",Drama,
Anjo Mau,Séries | Novelas,https://image.tmdb.org/t/p/w600_and_h900_bestv2/hN9pF4XjjpUE6Ik1VFdCB9baWyv.jpg,http://wateronplay.com:80/series/Veron23/Veron2023/306224.mp4,854,480,23,53332,0.333497,,Série,False,1.0,76.0,False,False,"G, l, o, b, o, p, l, a, y",Drama,
Anjo Mau,[Novelas Globo],https://image.tmdb.org/t/p/w600_and_h900_bestv2/7sg9QVAcWPt0wFBoIi36zpqFsbu.jpg,http://dns.clientetv.net:8080/series/guitv31/Gu102/80996.mp4,1280,720,29,62796,0.489888,,Série,False,1.0,80.0,False,False,"G, l, o, b, o, p, l, a, y",Drama,
Anjo Mau,Séries | Novelas,https://image.tmdb.org/t/p/w600_and_h900_bestv2/hN9pF4XjjpUE6Ik1VFdCB9baWyv.jpg,http://wateronplay.com:80/series/Veron23/Veron2023/306273.mp4,854,480,23,48645,0.304094,,Série,False,1.0,125.0,False,False,"G, l, o, b, o, p, l, a, y",Drama,
Anjo Mau,Séries | Novelas,https://image.tmdb.org/t/p/w600_and_h900_bestv2/hN9pF4XjjpUE6Ik1VFdCB9baWyv.jpg,http://wateronplay.com:80/series/Veron23/Veron2023/306204.mp4,854,480,23,49631,0.310374,,Série,False,1.0,56.0,False,False,"G, l, o, b, o, p, l, a, y",Drama,
Anjo Mau,[Novelas Globo],https://image.tmdb.org/t/p/w600_and_h900_bestv2/7sg9QVAcWPt0wFBoIi36zpqFsbu.jpg,http://dns.acaidopara.net:8080/series/igorcerqueira/ic120142750/81005.mp4,1280,720,29,64025,0.499444,,Série,False,1.0,89.0,False,False,"G, l, o, b, o, p, l, a, y",Drama,
Anjo Mau,[Novelas Globo],https://image.tmdb.org/t/p/w600_and_h900_bestv2/7sg9QVAcWPt0wFBoIi36zpqFsbu.jpg,http://dns.clientetv.net:8080/series/diogoab/P2p891/81058.mp4,1280,720,29,67268,0.524711,,Série,False,1.0,142.0,False,False,"G, l, o, b, o, p, l, a, y",Drama,
Anjo Mau,Séries | Novelas,https://image.tmdb.org/t/p/w600_and_h900_bestv2/hN9pF4XjjpUE6Ik1VFdCB9baWyv.jpg,http://wateronplay.com:80/series/Veron23/Veron2023/306215.mp4,854,480,23,52610,0.329013,,Série,False,1.0,67.0,False,False,"G, l, o, b, o, p, l, a, y",Drama,
Anjo Mau,[Novelas Globo],https://image.tmdb.org/t/p/w600_and_h900_bestv2/7sg9QVAcWPt0wFBoIi36zpqFsbu.jpg,http://dns.clientetv.net:8080/series/esquilotv/Ctv964/81065.mp4,1280,720,29,66621,0.519663,,Série,False,1.0,149.0,False,False,"G, l, o, b, o, p, l, a, y",Drama,
Anjo Mau,Séries | Novelas,https://image.tmdb.org/t/p/w600_and_h900_bestv2/hN9pF4XjjpUE6Ik1VFdCB9baWyv.jpg,http://wateronplay.com:80/series/Veron23/Veron2023/306157.mp4,854,480,23,56127,0.351006,,Série,False,1.0,9.0,False,False,"G, l, o, b, o, p, l, a, y",Drama,
Anjo Mau,[Novelas Globo],https://image.tmdb.org/t/p/w600_and_h900_bestv2/7sg9QVAcWPt0wFBoIi36zpqFsbu.jpg,http://dns.clientetv.net:8080/series/emerson9193/8391930120sme/81033.mp4,1280,720,29,69577,0.542737,,Série,False,1.0,117.0,False,False,"G, l, o, b, o, p, l, a, y",Drama,
Anne com um,[Netflix],http://dns.clientetv.xyz:8000/images/d5477cc458a7abd8b9845be046462886.jpg,http://dns.clientetv.net:8080/series/Beckt2/64858265/21870.mp4,1280,720,23,64186,0.763153,,Filme,False,,,False,False,"Netflix, Globoplay, Netflix basic with Ads, MGM+ Apple TV Channel, MGM Plus Amazon Channel, Telecine Amazon Channel","Ação, Aventura, Thriller",2019-06-19
Anomalia,Séries | Netflix,https://image.tmdb.org/t/p/w600_and_h900_bestv2/2gUXmtjz5cJHMmUhOuu7h3Yiizb.jpg,http://wateronplay.com:80/series/Veron23/Veron2023/205943.mp4,848,480,23,85980,0.251811,,Série,False,1.0,7.0,False,False,,,
Anomalia,[Doramas],https://image.tmdb.org/t/p/w600_and_h900_bestv2/dKjbri0EktLoj3L6PTcRNrpaqch.jpg,http://dns.clientetv.net:8080/series/brun1252/enQAZ87522/928415.mp4,1280,720,23,61739,0.599737,,Série,False,1.0,3.0,False,False,,,
Anota Ai,Séries | Programas De TV,https://image.tmdb.org/t/p/w600_and_h900_bestv2/b0mc6M9wg2um5gePxCXUOhJp7NC.jpg,http://wateronplay.com:80/series/Veron23/Veron2023/381114.mp4,848,480,29,41793,0.099677,,Série,False,3.0,13.0,False,False,,,
Anota Ai,Séries | Programas De TV,https://image.tmdb.org/t/p/w600_and_h900_bestv2/b0mc6M9wg2um5gePxCXUOhJp7NC.jpg,http://wateronplay.com:80/series/Veron23/Veron2023/381076.mp4,848,480,29,43248,0.103316,,Série,False,1.0,2.0,False,False,,,
Anota Ai,Séries | Programas De TV,https://image.tmdb.org/t/p/w600_and_h900_bestv2/b0mc6M9wg2um5gePxCXUOhJp7NC.jpg,http://wateronplay.com:80/series/Veron23/Veron2023/381075.mp4,848,480,29,42889,0.102243,,Série,False,1.0,1.0,False,False,,,
Anota Ai,Séries | Programas De TV,https://image.tmdb.org/t/p/w600_and_h900_bestv2/b0mc6M9wg2um5gePxCXUOhJp7NC.jpg,http://wateronplay.com:80/series/Veron23/Veron2023/381111.mp4,848,480,29,42321,0.100784,,Série,False,3.0,10.0,False,False,,,
Anota Ai,Séries | Programas De TV,https://image.tmdb.org/t/p/w600_and_h900_bestv2/b0mc6M9wg2um5gePxCXUOhJp7NC.jpg,http://wateronplay.com:80/series/Veron23/Veron2023/381085.mp4,848,480,29,42258,0.100602,,Série,False,1.0,11.0,False,False,,,
Antebellum A Escolhida,Terror,https://image.tmdb.org/t/p/w600_and_h900_bestv2/zI66jbf6HgyrRZxtjGR9JPtX4br.jpg,http://dns.clientetv.net:8080/movie/Beckt2/64858265/946429.mp4,1920,804,23,152497,2.103253,"<re.Match object; span=(24, 30), match='(2020)'>",Filme,False,,,False,False,,,2020-09-02
Antebellum A Escolhida,Terror,https://image.tmdb.org/t/p/w600_and_h900_bestv2/zI66jbf6HgyrRZxtjGR9JPtX4br.jpg,http://dns.clientetv.net:8080/movie/guitv31/Gu102/946429.mp4,1920,804,23,152497,2.103253,"<re.Match object; span=(24, 30), match='(2020)'>",Filme,False,,,False,False,,,2020-09-02
Any Malu Show,Séries | HBO MAX,https://image.tmdb.org/t/p/w600_and_h900_bestv2/bv31biNAl4NyIDpKXsd4MzFTpS9.jpg,http://wateronplay.com:80/series/Veron23/Veron2023/309783.mp4,848,480,29,12636,0.030025,,Série,False,1.0,6.0,False,False,"M, a, x","Animação, Comédia",
Ao Infinito e Além Buzz e sua Jornada para ser Lightyear,Filmes | Documentarios,https://image.tmdb.org/t/p/w600_and_h900_bestv2/kvlULW0N25e7jVeGyYMTWrGWNzq.jpg,http://wateronplay.com:80/movie/Veron23/Veron2023/71357.mp4,1280,720,23,49127,0.653191,"<re.Match object; span=(58, 64), match='(2022)'>",Filme,False,,,False,False,,,2022-06-10
Apaixonados na Cidade, Séries | Dorama,https://image.tmdb.org/t/p/w600_and_h900_bestv2/b4Vlz6DY4yqOfSUxyWDPEq2mIdV.jpg,http://wateronplay.com:80/series/Veron23/Veron2023/89884.mp4,854,480,23,45177,0.267264,,Série,False,1.0,1.0,False,False,"N, e, t, f, l, i, x",Drama,
Apaixonados na Cidade,[Doramas],https://image.tmdb.org/t/p/w300/vyUhf3ZfMgZtYBInVcnWlku8Kiu.jpg,http://dns.acaidopara.net:8080/series/igorcerqueira/ic120142750/962858.mp4,1280,720,23,49714,0.473863,,Série,False,1.0,10.0,False,False,"N, e, t, f, l, i, x",Drama,
Apaixonados na Cidade,[Doramas],https://image.tmdb.org/t/p/w300/OU0cRwxdwLtwgBKbsNFJGsNcDC.jpg,http://dns.clientetv.net:8080/series/guitv31/Gu102/962856.mp4,1280,720,23,51729,0.492333,,Série,False,1.0,8.0,False,False,"N, e, t, f, l, i, x",Drama,
Apenas Um Show,Séries | HBO MAX,https://image.tmdb.org/t/p/w600_and_h900_bestv2/vIc21jROZL1zwylnWzeOdCbsEi3.jpg,http://wateronplay.com:80/series/Veron23/Veron2023/242923.mp4,1280,720,23,16155,0.043051,,Série,False,7.0,16.0,False,False,"N, e, t, f, l, i, x","Animação, Comédia",
Apenas Um Show,Séries | HBO MAX,https://image.tmdb.org/t/p/w600_and_h900_bestv2/vTQBt9FaFOfGXi5h2uij7enBERP.jpg,http://wateronplay.com:80/series/Veron23/Veron2023/242808.mp4,854,480,23,31656,0.185621,,Série,False,4.0,3.0,False,False,"N, e, t, f, l, i, x","Animação, Comédia",
Apenas Um Show,Séries | HBO MAX,https://image.tmdb.org/t/p/w600_and_h900_bestv2/50KJLGs3Vt1REsBr32jaf5KT3ol.jpg,http://wateronplay.com:80/series/Veron23/Veron2023/142109.mp4,854,480,23,15818,0.09922,,Série,False,2.0,13.0,False,False,"N, e, t, f, l, i, x","Animação, Comédia",
Apenas Um Show,Séries | HBO MAX,https://image.tmdb.org/t/p/w600_and_h900_bestv2/sjddXfpMFtByS0RuKXspAndZOMX.jpg,http://wateronplay.com:80/series/Veron23/Veron2023/242784.mp4,854,480,23,16528,0.097959,,Série,False,3.0,18.0,False,False,"N, e, t, f, l, i, x","Animação, Comédia",
Apenas Um Show,Séries | HBO MAX,https://image.tmdb.org/t/p/w600_and_h900_bestv2/6QEEYkLczDm0TCuhsseRJHaZl4L.jpg,http://wateronplay.com:80/series/Veron23/Veron2023/242803.mp4,848,480,29,19744,0.042485,,Série,False,3.0,37.0,False,False,"N, e, t, f, l, i, x","Animação, Comédia",
Apenas Um Show,Séries | HBO MAX,https://image.tmdb.org/t/p/w600_and_h900_bestv2/dssclYGHTh7Be5PrDRSh7x9zAJz.jpg,http://wateronplay.com:80/series/Veron23/Veron2023/242924.mp4,1280,720,23,15829,0.044966,,Série,False,7.0,17.0,False,False,"N, e, t, f, l, i, x","Animação, Comédia",
Apenas Um Show,Séries | HBO MAX,https://image.tmdb.org/t/p/w600_and_h900_bestv2/6iZZSOO9ImXSOOfwXTPLJ8cYFFC.jpg,http://wateronplay.com:80/series/Veron23/Veron2023/242792.mp4,848,480,29,19769,0.042717,,Série,False,3.0,26.0,False,False,"N, e, t, f, l, i, x","Animação, Comédia",
Apenas Um Show,Séries | HBO MAX,https://image.tmdb.org/t/p/w600_and_h900_bestv2/8wRs1lovM1o3HkTMwMSk72qWAlg.jpg,http://wateronplay.com:80/series/Veron23/Veron2023/242790.mp4,848,480,23,16042,0.043123,,Série,False,3.0,24.0,False,False,"N, e, t, f, l, i, x","Animação, Comédia",
Apenas Um Show,Séries | HBO MAX,https://image.tmdb.org/t/p/w600_and_h900_bestv2/An6REEhOi5lgWV6NRagw982JPea.jpg,http://wateronplay.com:80/series/Veron23/Veron2023/242821.mp4,854,480,23,15816,0.092766,,Série,False,4.0,16.0,False,False,"N, e, t, f, l, i, x","Animação, Comédia",
Apenas Um Show,Séries | HBO MAX,https://image.tmdb.org/t/p/w600_and_h900_bestv2/hBuGCGQHLgu2qEZRC1wPVQshlwq.jpg,http://wateronplay.com:80/series/Veron23/Veron2023/242969.mp4,848,480,23,15851,0.045237,,Série,False,8.0,26.0,False,False,"N, e, t, f, l, i, x","Animação, Comédia",
Apenas Um Show,Séries | HBO MAX,https://image.tmdb.org/t/p/w600_and_h900_bestv2/aZxd1u0sPbydWy6fMh664jtIrsw.jpg,http://wateronplay.com:80/series/Veron23/Veron2023/242937.mp4,1280,720,23,15848,0.051105,,Série,False,7.0,30.0,False,False,"N, e, t, f, l, i, x","Animação, Comédia",
Apenas Um Show,Séries | HBO MAX,https://image.tmdb.org/t/p/w600_and_h900_bestv2/zJPPe2Esrl55GhW4Jzpxiw8hTEQ.jpg,http://wateronplay.com:80/series/Veron23/Veron2023/242960.mp4,848,480,23,15853,0.045278,,Série,False,8.0,17.0,False,False,"N, e, t, f, l, i, x","Animação, Comédia",
Apenas Um Show,Séries | HBO MAX,https://image.tmdb.org/t/p/w600_and_h900_bestv2/gDUUcU5Qg3Uf5YVjGbZZCvqtS3f.jpg,http://wateronplay.com:80/series/Veron23/Veron2023/242833.mp4,854,480,23,15819,0.091039,,Série,False,4.0,28.0,False,False,"N, e, t, f, l, i, x","Animação, Comédia",
Apenas um Show,[Desenhos Cartoon Network],https://image.tmdb.org/t/p/w300/bhdX7zY0sWiw4W974rzH5JnYFMN.jpg,http://dns.clientetv.net:8080/series/emerson9193/8391930120sme/921975.mp4,1280,720,23,14822,0.282392,,Série,False,8.0,29.0,False,False,"N, e, t, f, l, i, x","Animação, Comédia",
Apenas um Show,[Desenhos Cartoon Network],https://image.tmdb.org/t/p/w300/4dWpbgvJihp2jq7HRXxEhfLU8aD.jpg,http://dns.clientetv.net:8080/series/diogoab/P2p891/921965.mp4,1280,720,23,31757,0.422207,,Série,False,8.0,19.0,False,False,"N, e, t, f, l, i, x","Animação, Comédia",
Apenas um Show,[Desenhos Cartoon Network],https://image.tmdb.org/t/p/w300/twuAnQ69bR7IrpjgADVqChuCFWq.jpg,http://dns.clientetv.net:8080/series/emerson9193/8391930120sme/921849.mp4,1280,720,23,16340,0.282618,,Série,False,5.0,4.0,False,False,"N, e, t, f, l, i, x","Animação, Comédia",
Apenas um Show,[Desenhos Cartoon Network],https://image.tmdb.org/t/p/w300/2X9OMswBSBlcavlKBtNi3Mff25f.jpg,http://dns.acaidopara.net:8080/series/igorcerqueira/ic120142750/921874.mp4,1280,720,23,16295,0.353806,,Série,False,5.0,29.0,False,False,"N, e, t, f, l, i, x","Animação, Comédia",
Apenas um Show,[Desenhos Cartoon Network],https://image.tmdb.org/t/p/w300/zJPPe2Esrl55GhW4Jzpxiw8hTEQ.jpg,http://dns.clientetv.net:8080/series/Duda2005/Yf9CONCKgfk/921963.mp4,1280,720,23,15745,0.128064,,Série,False,8.0,17.0,False,False,"N, e, t, f, l, i, x","Animação, Comédia",
Apenas um Show,[Desenhos Cartoon Network],https://image.tmdb.org/t/p/w300/xexkBxScMJI1LaxUClvo6MMpvpz.jpg,http://dns.clientetv.net:8080/series/guitv31/Gu102/921773.mp4,1280,720,23,15915,0.199671,,Série,False,3.0,5.0,False,False,"N, e, t, f, l, i, x","Animação, Comédia",
Apenas um Show,[Desenhos Cartoon Network],https://image.tmdb.org/t/p/w300/iqZjVU1qCvttk4ShfazaTjjEO5r.jpg,http://dns.clientetv.net:8080/series/guitv31/Gu102/921735.mp4,1280,720,23,16217,0.185943,,Série,False,1.0,7.0,False,False,"N, e, t, f, l, i, x","Animação, Comédia",
"Apertem os Cintos, o Piloto Sumiu 2",Filmes | Comedia,https://image.tmdb.org/t/p/w600_and_h900_bestv2/oEdQu4eBfx0w4Ai5nwTna6ktOnD.jpg,http://wateronplay.com:80/movie/Veron23/Veron2023/531894.mp4,1280,720,23,121184,1.70366,"<re.Match object; span=(36, 42), match='(1982)'>",Filme,False,,,False,False,,,1982-12-10
Apocalipse,Séries | Novelas,https://image.tmdb.org/t/p/w600_and_h900_bestv2/yPqg2d7b24Nh1p7KLbySIvj2lRW.jpg,http://wateronplay.com:80/series/Veron23/Veron2023/367499.mp4,854,480,29,93472,0.284857,,Série,False,1.0,57.0,False,False,,,
Apocalipse,Séries | Novelas,https://image.tmdb.org/t/p/w600_and_h900_bestv2/yPqg2d7b24Nh1p7KLbySIvj2lRW.jpg,http://wateronplay.com:80/series/Veron23/Veron2023/367463.mp4,854,480,23,69643,0.266793,,Série,False,1.0,21.0,False,False,,,
Apocalipse,Séries | Novelas,https://image.tmdb.org/t/p/w600_and_h900_bestv2/yPqg2d7b24Nh1p7KLbySIvj2lRW.jpg,http://wateronplay.com:80/series/Veron23/Veron2023/367448.mp4,854,480,23,60152,0.229892,,Série,False,1.0,6.0,False,False,,,
