name,group-title,logo-link,link,largura,altura,fps,contagem quadros,tamanho_GB,ano,tipo,legendado,temporada,episodio,cam,dublado,provedor,generos,date
#Luimelia,[Max],https://image.tmdb.org/t/p/w600_and_h900_bestv2/jLc4QxhL72mDbTyGBsQu1ji9mvT.jpg,http://dns.clientetv.net:8080/series/guitv31/Gu102/902125.mp4,1280,720,29,21119,0.16483,,Série,False,3.0,4.0,False,False,"M, a, x","Comédia, Drama, Família",
#Luimelia,[Max],https://image.tmdb.org/t/p/w600_and_h900_bestv2/qz5kwKkEWR8gaoEn13rWzdX3Xd.jpg,http://dns.clientetv.net:8080/series/guitv31/Gu102/902117.mp4,1280,720,29,21782,0.169955,,Série,False,2.0,2.0,False,False,"M, a, x","Comédia, Drama, Família",
.hack,[Animes],https://image.tmdb.org/t/p/w600_and_h900_bestv2/6fSxgsHNxGoO8EKa3E981Lxk9BA.jpg,http://dns.clientetv.net:8080/series/Beckt2/64858265/952714.mp4,710,480,23,34096,0.329545,,Série,False,1.0,25.0,False,False,,,
.hack,[Animes],https://image.tmdb.org/t/p/w600_and_h900_bestv2/6fSxgsHNxGoO8EKa3E981Lxk9BA.jpg,http://dns.clientetv.net:8080/series/Beckt2/64858265/952696.mp4,710,480,23,34113,0.329982,,Série,False,1.0,7.0,False,False,,,
007 Na Mira dos Assassinos,Filmes | 007 Coleção,https://image.tmdb.org/t/p/w600_and_h900_bestv2/fbytkyUibUnksjBEpIwcMxQJTfJ.jpg,http://wateronplay.com:80/movie/Veron23/Veron2023/827.mp4,1280,546,23,188902,2.442743,"<re.Match object; span=(27, 33), match='(1985)'>",Filme,False,,,False,False,,,1985-05-24
007 Sem Tempo para Morrer,Filmes | 007 Coleção,https://image.tmdb.org/t/p/w600_and_h900_bestv2/luE0KG1rWfUptbgNtlNtL5sihyd.jpg,http://wateronplay.com:80/movie/Veron23/Veron2023/832.mp4,1280,534,23,235056,3.033489,"<re.Match object; span=(26, 32), match='(2021)'>",Filme,False,,,False,False,,,2021-09-29
1 Contra Todos,Séries | Prime Video,https://image.tmdb.org/t/p/w600_and_h900_bestv2/tIDXj3kC03npk11RokZ1gKdQ5Xa.jpg,http://wateronplay.com:80/series/Veron23/Veron2023/343415.mp4,848,480,29,69986,0.154821,,Série,False,2.0,8.0,False,False,"D, i, s, n, e, y,  , P, l, u, s","Crime, Drama",
1 Contra Todos,[Disney+],http://dns.clientetv.xyz:8000/images/17a8c132ab6eb0000f08c16d52dabf8e.jpg,http://dns.clientetv.net:8080/series/guitv31/Gu102/22484.mp4,1280,720,29,72938,0.569832,,Série,False,2.0,5.0,False,False,"D, i, s, n, e, y,  , P, l, u, s","Crime, Drama",
10 Anos de Pura Amizade,Comédia,https://image.tmdb.org/t/p/w600_and_h900_bestv2/mxHwFDH0HlAZjVAnX0gd619Bahk.jpg,http://dns.clientetv.net:8080/movie/Beckt2/64858265/945100.mp4,1920,1080,23,144824,1.999006,"<re.Match object; span=(24, 30), match='(2012)'>",Filme,False,,,False,False,,,2012-09-14
10 Dias de um Homem Bom,Filmes | Netflix,https://image.tmdb.org/t/p/w600_and_h900_bestv2/ihMCcc0vBQQyphiaoyoTvpJlTPi.jpg,http://wateronplay.com:80/movie/Veron23/Veron2023/241905.mp4,1280,578,25,186461,2.545361,"<re.Match object; span=(24, 30), match='(2023)'>",Filme,False,,,False,False,"Netflix, Netflix basic with Ads","Crime, Drama",2023-02-10
10 Dias de um Homem Mau,Ação e Crime,https://image.tmdb.org/t/p/w600_and_h900_bestv2/fl0vUwiKyxEauecs9UCh8cGRzZH.jpg,http://dns.acaidopara.net:8080/movie/igorcerqueira/ic120142750/910903.mp4,1920,868,25,186261,1.361309,"<re.Match object; span=(24, 30), match='(2023)'>",Filme,False,,,False,False,"Netflix, Netflix basic with Ads","Crime, Drama",2023-08-18
10 Regras Para Um Relacionamento Aberto,Romance,https://image.tmdb.org/t/p/w600_and_h900_bestv2/fTl5kUEZbxyrXasbjToOUsiBSOU.jpg,http://dns.clientetv.net:8080/movie/guitv31/Gu102/945101.mp4,1920,1080,23,135566,1.87295,"<re.Match object; span=(40, 46), match='(2013)'>",Filme,False,,,False,False,,,2013-08-23
10 jours en or,Comédia,https://image.tmdb.org/t/p/w600_and_h900_bestv2/hzN0LwyN6DzOzygjlsaLzxAUDkW.jpg,http://dns.clientetv.net:8080/movie/guitv31/Gu102/945102.mp4,1920,1080,24,139158,1.906679,"<re.Match object; span=(15, 21), match='(2012)'>",Filme,False,,,False,False,,,2012-01-11
100 Coisas para Fazer Antes de Virar Zumbi,[Animes],https://image.tmdb.org/t/p/w300/n1LkQyrG2NNqOzIJ8sAwBqaEI7L.jpg,http://dns.clientetv.net:8080/series/guitv31/Gu102/956200.mp4,1280,720,23,35124,0.339835,,Série,False,1.0,4.0,False,False,,,
100 Coisas para Fazer Antes de Virar Zumbi,[Animes],https://image.tmdb.org/t/p/w300/x6P1HAEx0bcc8gX8OwmbLk41x6Q.jpg,http://dns.acaidopara.net:8080/series/igorcerqueira/ic120142750/956204.mp4,1280,720,23,34765,0.335134,,Série,False,1.0,8.0,False,False,,,
101 Dálmatas,Filmes | Animação,https://image.tmdb.org/t/p/w600_and_h900_bestv2/sytZMXtuWlqqYs5lOzt5yjwFiAE.jpg,http://wateronplay.com:80/movie/Veron23/Veron2023/2903.mp4,960,720,23,114009,1.061369,"<re.Match object; span=(13, 19), match='(1961)'>",Filme,False,,,False,False,Disney Plus,"Aventura, Animação, Comédia, Família",1961-01-25
101 Dálmatas II A Aventura de Patch em Londres,Animação,https://image.tmdb.org/t/p/w600_and_h900_bestv2/xdaIKUSO2CuYDmGpLHioFzx5DDl.jpg,http://dns.acaidopara.net:8080/movie/igorcerqueira/ic120142750/945132.mp4,1840,1080,23,106138,1.453477,"<re.Match object; span=(48, 54), match='(2002)'>",Filme,False,,,False,False,Disney Plus,"Aventura, Animação, Comédia, Família",2003-03-02
11 11 11,Terror,https://image.tmdb.org/t/p/w600_and_h900_bestv2/t6Wd9gY6e1yJVVXRtgICFqwieyu.jpg,http://dns.clientetv.net:8080/movie/Beckt2/64858265/963703.mp4,1920,800,24,139466,1.857994,"<re.Match object; span=(9, 15), match='(2011)'>",Filme,False,,,False,False,,,2011-11-11
12 Dias de Presentes,Drama e História,https://image.tmdb.org/t/p/w600_and_h900_bestv2/A5yg335MX4bMJHguNR2TYT3163P.jpg,http://dns.acaidopara.net:8080/movie/igorcerqueira/ic120142750/945103.mp4,1920,1080,29,158096,1.743185,"<re.Match object; span=(21, 27), match='(2017)'>",Filme,False,,,False,False,Amazon Prime Video,"Drama, Cinema TV",2017-11-26
12 Órfãos Poderosos, Filmes | Legendados,https://image.tmdb.org/t/p/w600_and_h900_bestv2/3N0nM4ouA500Xp5uSMpVazLNF0c.jpg,http://wateronplay.com:80/movie/Veron23/Veron2023/83594.mp4,1280,536,23,169464,2.189812,"<re.Match object; span=(20, 26), match='(2021)'>",Filme,False,,,False,False,,,2021-06-18
13 Fantasmas,Terror,https://image.tmdb.org/t/p/w600_and_h900_bestv2/rVcigGnXNtYQoBAhTWGAS9o03jc.jpg,http://dns.clientetv.net:8080/movie/guitv31/Gu102/945126.mp4,1920,1080,23,130581,1.805242,"<re.Match object; span=(13, 19), match='(2001)'>",Filme,False,,,False,False,Looke,Terror,1960-07-18
13 Reasons Why,Séries | Netflix,https://image.tmdb.org/t/p/w600_and_h900_bestv2/w8W99Rr3tLHLWltcAfcWGuz0IaV.jpg,http://wateronplay.com:80/series/Veron23/Veron2023/357379.mp4,1280,720,23,81801,0.951119,,Série,False,2.0,4.0,False,False,"N, e, t, f, l, i, x","Drama, Mistério",
13 Reasons Why,Séries | Netflix,https://image.tmdb.org/t/p/w600_and_h900_bestv2/tCxkXFf1lB8ayEpjQeGgZXUgkQ8.jpg,http://wateronplay.com:80/series/Veron23/Veron2023/357384.mp4,1280,720,23,82041,0.697454,,Série,False,2.0,9.0,False,False,"N, e, t, f, l, i, x","Drama, Mistério",
13 Reasons Why,[Netflix],http://dns.clientetv.xyz:8000/images/2da71135cc28c75232c21cf08528b4e5.jpg,http://dns.clientetv.net:8080/series/fabiano08/20fabi22ano/7906.mp4,1280,720,23,77818,0.786953,,Série,False,1.0,1.0,False,False,"N, e, t, f, l, i, x","Drama, Mistério",
13 Reasons Why,[Netflix],http://dns.clientetv.xyz:8000/images/2da71135cc28c75232c21cf08528b4e5.jpg,http://dns.clientetv.net:8080/series/emerson9193/8391930120sme/7906.mp4,1280,720,23,77818,0.786953,,Série,False,1.0,1.0,False,False,"N, e, t, f, l, i, x","Drama, Mistério",
1670,Séries | Netflix,https://image.tmdb.org/t/p/w600_and_h900_bestv2/uQDDUYhutkD0pIHQ3nUbrRyCIPC.jpg,http://wateronplay.com:80/series/Veron23/Veron2023/295387.mp4,848,480,24,43003,0.125739,,Série,False,1.0,5.0,False,False,"N, e, t, f, l, i, x",Comédia,
18 Outra Vez, Séries | Dorama,https://image.tmdb.org/t/p/w600_and_h900_bestv2/6pEHEmGuFItfgCdHkSdo2EHhH1b.jpg,http://wateronplay.com:80/series/Veron23/Veron2023/272075.mp4,848,480,29,117819,0.276959,,Série,False,1.0,16.0,False,False,"M, a, x","Comédia, Drama",
1883,Séries | Paramount,https://image.tmdb.org/t/p/w600_and_h900_bestv2/j1TGBsRsHnI1mDh7aI2R12ztjus.jpg,http://wateronplay.com:80/series/Veron23/Veron2023/291733.mp4,1280,640,23,78608,0.696482,,Série,False,1.0,4.0,False,False,"P, a, r, a, m, o, u, n, t,  , P, l, u, s","Drama, Faroeste",
1883,Séries | Paramount,https://image.tmdb.org/t/p/w600_and_h900_bestv2/rdNWQjFESo9nqNZSAmlPVSDhloA.jpg,http://wateronplay.com:80/series/Veron23/Veron2023/291731.mp4,1280,640,23,84902,0.751996,,Série,False,1.0,2.0,False,False,"P, a, r, a, m, o, u, n, t,  , P, l, u, s","Drama, Faroeste",
19 2,Séries | Diversas,https://image.tmdb.org/t/p/w600_and_h900_bestv2/3UVgpebTCmlW8URV1Y7KlN1mWJl.jpg,http://wateronplay.com:80/series/Veron23/Veron2023/343477.mp4,1280,720,23,63182,0.389991,,Série,False,4.0,6.0,False,False,,,
190 Inteligência Contra o Crime,Séries | HBO MAX,https://image.tmdb.org/t/p/w600_and_h900_bestv2/p8xU6MQgfS4BWyS9NVO7uUBduYK.jpg,http://wateronplay.com:80/series/Veron23/Veron2023/307896.mp4,848,480,29,42769,0.101455,,Série,False,1.0,2.0,False,False,"M, a, x",Documentário,
1923,Séries | Prime Video,https://image.tmdb.org/t/p/w600_and_h900_bestv2/vOlEhurZdvkEy4eJ9yjSaXMQYTh.jpg,http://wateronplay.com:80/series/Veron23/Veron2023/269878.mp4,1280,640,23,100619,0.89073,,Série,False,1.0,5.0,False,False,"P, a, r, a, m, o, u, n, t,  , P, l, u, s","Drama, Faroeste",
1923,Séries | Prime Video,https://image.tmdb.org/t/p/w600_and_h900_bestv2/kk5DofIu197Y2omyQJsRO1d3wP4.jpg,http://wateronplay.com:80/series/Veron23/Veron2023/269875.mp4,1280,960,23,68597,0.608117,,Série,False,1.0,2.0,False,False,"P, a, r, a, m, o, u, n, t,  , P, l, u, s","Drama, Faroeste",
1992,Séries | Netflix,https://image.tmdb.org/t/p/w600_and_h900_bestv2/gWjLyGPN0WCTo9B9C7jKhqQd6Fr.jpg,http://wateronplay.com:80/series/Veron23/Veron2023/530929.mp4,1920,1080,23,69906,1.239729,"<re.Match object; span=(5, 11), match='(2024)'>",Série,False,1.0,5.0,False,False,"N, e, t, f, l, i, x","Drama, Mistério",
2.0 Lucy,Legendados,https://image.tmdb.org/t/p/w600_and_h900_bestv2/qb2oDLn3dEp7ak8ZxGIKrIzxbhM.jpg,http://dns.clientetv.net:8080/movie/valterglobo5421/leonardo02356100/963702.mp4,1920,816,23,135029,1.875358,"<re.Match object; span=(9, 15), match='(2021)'>",Filme,False,,,False,False,,,2021-09-20
2035 Dimensão Proibida,Filmes | Terror,https://image.tmdb.org/t/p/w600_and_h900_bestv2/gpwy7M5g1mM4AsCSWKJMEQVyA02.jpg,http://wateronplay.com:80/movie/Veron23/Veron2023/6349.mp4,1280,720,23,118730,1.383564,"<re.Match object; span=(24, 30), match='(2013)'>",Filme,False,,,False,False,"Looke, KinoPop, Looke Amazon Channel","Terror, Ficção científica, Thriller",2013-01-01
220 Volts,[Globo Play Brasil],https://image.tmdb.org/t/p/w600_and_h900_bestv2/kpEuk9sblTWlpZshKUvFm2t6HhP.jpg,http://dns.clientetv.net:8080/series/emerson9193/8391930120sme/52203.mp4,1280,720,30,43448,0.376269,,Série,False,3.0,6.0,False,False,,,
220 Volts,[Globo Play Brasil],https://image.tmdb.org/t/p/w600_and_h900_bestv2/kpEuk9sblTWlpZshKUvFm2t6HhP.jpg,http://dns.clientetv.net:8080/series/Beckt2/64858265/52183.mp4,480,360,30,44046,0.10226,,Série,False,1.0,12.0,False,False,,,
24 HORAS A REDENÇÃO,FILMES LEGENDADOS,https://image.tmdb.org/t/p/w600_and_h900_bestv2/tcKmFtVPgQMO6W21pqtEloY28Bj.jpg,http://lg-ddns.live:80/movie/paquita/pai/153767.mp4,1280,720,30,573,0.002707,"<re.Match object; span=(27, 33), match='(2008)'>",Filme,False,,,False,False,,,
24 Horas,Séries | Prime Video,https://image.tmdb.org/t/p/w600_and_h900_bestv2/vVUpm7NdkKEPXHPvN9mPgjtcltC.jpg,http://wateronplay.com:80/series/Veron23/Veron2023/297806.mp4,1276,718,23,59233,0.582326,,Série,False,1.0,2.0,False,False,,,
24 Horas,Séries | Prime Video,https://image.tmdb.org/t/p/w600_and_h900_bestv2/zFkaVdOum40MTLmISwaOsmGLu8L.jpg,http://wateronplay.com:80/series/Veron23/Veron2023/297964.mp4,848,480,23,63722,0.172054,,Série,False,7.0,17.0,False,False,,,
24 Horas,Séries | Prime Video,https://image.tmdb.org/t/p/w600_and_h900_bestv2/jJShJbpW1U8U9ILVR4vVzSQcnOp.jpg,http://wateronplay.com:80/series/Veron23/Veron2023/297980.mp4,848,480,23,63006,0.170025,,Série,False,8.0,9.0,False,False,,,
24 Horas,Séries | Prime Video,https://image.tmdb.org/t/p/w600_and_h900_bestv2/5qrvsNSUUuRxdyd8qXCtPUkw0mF.jpg,http://wateronplay.com:80/series/Veron23/Veron2023/297921.mp4,848,480,23,62694,0.169471,,Série,False,5.0,22.0,False,False,,,
24 Horas,Séries | Prime Video,https://image.tmdb.org/t/p/w600_and_h900_bestv2/e1BoEpwsklyTtgx8CnP2YWiOtuV.jpg,http://wateronplay.com:80/series/Veron23/Veron2023/297890.mp4,1280,718,23,62103,0.610967,,Série,False,4.0,15.0,False,False,,,
24 Horas,Séries | Prime Video,https://image.tmdb.org/t/p/w600_and_h900_bestv2/2gj967yWC6yq0ATWFBVGaqFZFoi.jpg,http://wateronplay.com:80/series/Veron23/Veron2023/297932.mp4,1222,718,23,61953,0.6096,,Série,False,6.0,9.0,False,False,,,
24 Horas,[Disney+],http://dns.clientetv.xyz:8000/images/55fc049e3f7ed26d10b35b90f9020cca.jpg,http://dns.clientetv.net:8080/series/emerson9193/8391930120sme/19197.mp4,1280,720,23,62864,0.55787,,Série,False,9.0,6.0,False,False,,,
24 Horas,Séries | Prime Video,https://image.tmdb.org/t/p/w600_and_h900_bestv2/jXuMpJ93k2CFNB81AOtUlKjlvHD.jpg,http://wateronplay.com:80/series/Veron23/Veron2023/297988.mp4,848,480,23,63903,0.17248,,Série,False,8.0,17.0,False,False,,,
24 Horas,[Disney+],http://dns.clientetv.xyz:8000/images/208407b457049aab6a494c3e49ec6ada.jpg,http://dns.clientetv.net:8080/series/emerson9193/8391930120sme/19013.mp4,1276,718,23,60467,0.604171,,Série,False,1.0,14.0,False,False,,,
24 Horas,Séries | Prime Video,https://image.tmdb.org/t/p/w600_and_h900_bestv2/x9gwUACecOi8agvPUSqgtUp2nax.jpg,http://wateronplay.com:80/series/Veron23/Veron2023/297953.mp4,848,480,23,63260,0.170821,,Série,False,7.0,6.0,False,False,,,
24 Horas,[Disney+],http://dns.clientetv.xyz:8000/images/da73c26a3b1158738be2691970a866c0.jpg,http://dns.clientetv.net:8080/series/guitv31/Gu102/19172.mp4,1236,720,23,63414,0.633966,,Série,False,8.0,5.0,False,False,,,
24 Horas,Séries | Prime Video,https://image.tmdb.org/t/p/w600_and_h900_bestv2/9dyEosMWXb7WGpcqfa2Q9Vx7wT4.jpg,http://wateronplay.com:80/series/Veron23/Veron2023/297883.mp4,1258,718,23,63316,0.622916,,Série,False,4.0,8.0,False,False,,,
24 Horas,Séries | Prime Video,https://image.tmdb.org/t/p/w600_and_h900_bestv2/8JHmgVyq1b4PqeeWXSEafQvfMcJ.jpg,http://wateronplay.com:80/series/Veron23/Veron2023/297846.mp4,1280,718,23,63586,0.625166,,Série,False,2.0,18.0,False,False,,,
24 Horas,[Disney+],http://dns.clientetv.xyz:8000/images/1bfd6e73587656796c15218b7b45dafb.jpg,http://dns.clientetv.net:8080/series/fabiano08/20fabi22ano/19045.mp4,1154,718,23,63567,0.634973,,Série,False,2.0,22.0,False,False,,,
24 Horas,Séries | Prime Video,https://image.tmdb.org/t/p/w600_and_h900_bestv2/2ewVVflVWc5Gb6U3PY4MolwBRLZ.jpg,http://wateronplay.com:80/series/Veron23/Veron2023/297845.mp4,1280,718,23,63606,0.625171,,Série,False,2.0,17.0,False,False,,,
3 Palavrinhas Vol. 1,Séries | Desenhos,https://www.themoviedb.org/t/p/w600_and_h900_bestv2/e2fQfg1TZfQ4o30EzIWQe8Ffo1R.jpg,http://wateronplay.com:80/series/Veron23/Veron2023/70660.mp4,1280,720,25,2867,0.020007,,Série,False,1.0,5.0,False,False,,,
3 Palavrinhas Vol. 2,Séries | Desenhos,https://www.themoviedb.org/t/p/w600_and_h900_bestv2/dAAjmKCtPDCUemraMDhdudMfKYl.jpg,http://wateronplay.com:80/series/Veron23/Veron2023/70673.mp4,1280,720,29,4195,0.024529,,Série,False,1.0,8.0,False,False,,,
30 Dias de Noite 2 Dias Sombrios,Filmes | Terror,https://image.tmdb.org/t/p/w600_and_h900_bestv2/b3B9y2KRlBCveMKuQERbajuJzRK.jpg,http://wateronplay.com:80/movie/Veron23/Veron2023/6346.mp4,1920,1040,23,132984,1.548759,"<re.Match object; span=(34, 40), match='(2010)'>",Filme,False,,,False,False,"Claro video, Apple TV, Amazon Video, Google Play Movies","Terror, Thriller",2010-10-04
60 Minutos,Lançamentos 2024,https://image.tmdb.org/t/p/w600_and_h900_bestv2/73eULYBiDO5ZgPn0YzDKA7PgTHN.jpg,http://dns.clientetv.net:8080/movie/emerson9193/8391930120sme/918318.mp4,1920,802,24,129484,1.627329,"<re.Match object; span=(11, 17), match='(2024)'>",Filme,False,,,False,False,"Netflix, Netflix basic with Ads","Ação, Aventura, Crime, Drama",2024-01-19
60 Minutos,Filmes | Lançamentos 2024,https://image.tmdb.org/t/p/w600_and_h900_bestv2/n5wjsuYh954HLagCnqrLpPT8xi7.jpg,http://wateronplay.com:80/movie/Veron23/Veron2023/302015.mp4,1280,720,24,129485,1.067938,"<re.Match object; span=(11, 17), match='(2024)'>",Filme,False,,,False,False,"Netflix, Netflix basic with Ads","Ação, Aventura, Crime, Drama",2024-01-19
65 Ameaça Pré Histórica,Filmes | 4K,https://image.tmdb.org/t/p/w600_and_h900_bestv2/uwAUZ2yD6mgQl2lhuEkRDpl5lmR.jpg,http://wateronplay.com:80/movie/Veron23/Veron2023/250850.mp4,3840,1604,23,133331,4.335298,"<re.Match object; span=(25, 31), match='(2023)'>",Filme,False,,,False,False,"Claro video, Apple TV, Amazon Video, Google Play Movies, Microsoft Store","Ação, Aventura, Ficção científica",2023-03-02
7 Prisioneiros,Filmes | 4K,https://image.tmdb.org/t/p/w600_and_h900_bestv2/5dCIBGXnIuPdP1gmlElEDMTcIGT.jpg,http://wateronplay.com:80/movie/Veron23/Veron2023/242134.mp4,3840,1604,24,134664,4.374672,"<re.Match object; span=(15, 21), match='(2021)'>",Filme,False,,,False,False,"Netflix, Netflix basic with Ads","Crime, Drama",2021-10-22
7th Time Loop The Villainess Enjoys a Carefree Life Married to Her Worst Enemy,Séries | Animes,https://image.tmdb.org/t/p/w600_and_h900_bestv2/l4DSsvWSfqH8OLVWHIjWkcRNVMN.jpg,http://wateronplay.com:80/series/Veron23/Veron2023/312991.mp4,848,480,23,34286,0.101746,,Série,False,1.0,2.0,False,False,"C, r, u, n, c, h, y, r, o, l, l","Animação, Drama",
7th Time Loop The Villainess Enjoys a Carefree Life Married to Her Worst Enemy,Séries | Animes,https://image.tmdb.org/t/p/w600_and_h900_bestv2/23y4rDteMO9KLAkTiESDQvCewaa.jpg,http://wateronplay.com:80/series/Veron23/Veron2023/312992.mp4,848,480,23,34285,0.101703,,Série,False,1.0,3.0,False,False,"C, r, u, n, c, h, y, r, o, l, l","Animação, Drama",
80 For Brady Quatro Amigas e Uma Paixão, Filmes | Paramount +,https://image.tmdb.org/t/p/w600_and_h900_bestv2/jixBLmH4gQuTKTenZr89egvqZbW.jpg,http://wateronplay.com:80/movie/Veron23/Veron2023/243116.mp4,1280,720,23,143318,1.179249,"<re.Match object; span=(41, 47), match='(2023)'>",Filme,False,,,False,False,,,2023-02-03
9 1 1, Séries | Star +,https://image.tmdb.org/t/p/w600_and_h900_bestv2/fx79g5K1UcpCVT2kT4j360WVt9k.jpg,http://wateronplay.com:80/series/Veron23/Veron2023/391371.mp4,1280,720,23,62674,0.51831,,Série,False,6.0,13.0,False,False,"D, i, s, n, e, y,  , P, l, u, s","Crime, Drama",
9 1 1, Séries | Star +,https://image.tmdb.org/t/p/w600_and_h900_bestv2/8jdeupCgGIVaszqygh5Pe0fnkcT.jpg,http://wateronplay.com:80/series/Veron23/Veron2023/528466.mp4,1280,720,23,61529,0.864971,,Série,False,8.0,3.0,False,False,"D, i, s, n, e, y,  , P, l, u, s","Crime, Drama",
9 1 1 Lone Star, Séries | Star +,https://image.tmdb.org/t/p/w600_and_h900_bestv2/6StDD41FAgtxnKkyy5LTSE2ctkz.jpg,http://wateronplay.com:80/series/Veron23/Veron2023/237732.mp4,848,480,23,63367,0.184272,,Série,False,1.0,4.0,False,False,"D, i, s, n, e, y,  , P, l, u, s","Crime, Drama",
9 1 1 Lone Star, Séries | Star +,https://image.tmdb.org/t/p/w300/58CPEcIrLTKapNO5Fw4Fv7uD74S.jpg,http://wateronplay.com:80/series/Veron23/Veron2023/259519.mp4,848,480,23,63273,0.184471,,Série,False,4.0,10.0,False,False,"D, i, s, n, e, y,  , P, l, u, s","Crime, Drama",
9 1 1 Lone Star, Séries | Star +,https://image.tmdb.org/t/p/w600_and_h900_bestv2/dF7oL0PGfRksGPSaMDTJZcmzbJr.jpg,http://wateronplay.com:80/series/Veron23/Veron2023/237769.mp4,848,480,23,63059,0.183853,,Série,False,3.0,17.0,False,False,"D, i, s, n, e, y,  , P, l, u, s","Crime, Drama",
9 Dias Acordado, Filmes | Legendados,https://image.tmdb.org/t/p/w600_and_h900_bestv2/u0OT5BxI64iww8lytXDHXlLvALD.jpg,http://wateronplay.com:80/movie/Veron23/Veron2023/83591.mp4,1280,546,29,180010,1.866562,"<re.Match object; span=(16, 22), match='(2020)'>",Filme,False,,,False,False,Globoplay,Drama,2020-03-15
90 Dias De Volta Pra Pista,Séries | Programas De TV,https://image.tmdb.org/t/p/w600_and_h900_bestv2/1YRVAFqjlRxOyJTporGHiTfSwF2.jpg,http://wateronplay.com:80/series/Veron23/Veron2023/198643.mp4,1280,720,29,105951,0.531452,,Série,False,1.0,3.0,False,False,"M, a, x",Drama,
90 Dias Para Casar,Séries | Programas De TV,https://image.tmdb.org/t/p/w600_and_h900_bestv2/AszV6uf0UaZgb5WnVw5NT5mCzN5.jpg,http://wateronplay.com:80/series/Veron23/Veron2023/254067.mp4,1280,720,29,78228,0.5556,,Série,False,3.0,2.0,False,False,"M, a, x",,
90 Dias Para Casar,Séries | Programas De TV,https://image.tmdb.org/t/p/w600_and_h900_bestv2/iGvcpfqEAB4vmMXVj59rhxbUNRz.jpg,http://wateronplay.com:80/series/Veron23/Veron2023/405138.mp4,1280,720,29,154466,1.02374,,Série,False,9.0,16.0,False,False,"M, a, x",,
90 Dias Para Casar,Séries | Programas De TV,https://image.tmdb.org/t/p/w600_and_h900_bestv2/g7AU0FklgOIiozWPuWwvGCVorYi.jpg,http://wateronplay.com:80/series/Veron23/Veron2023/529448.mp4,1280,720,29,96600,0.686165,,Série,False,1.0,12.0,False,False,"M, a, x",,
90 Dias Para Casar,Séries | Programas De TV,https://image.tmdb.org/t/p/w600_and_h900_bestv2/uPG7FihMxUQLBvLWSGnJe7gYPZG.jpg,http://wateronplay.com:80/series/Veron23/Veron2023/529472.mp4,1280,720,29,77653,0.551333,,Série,False,3.0,12.0,False,False,"M, a, x",,
90 Dias Para Casar A Última Chance,[Reality],http://dns.acaidopara.net:8080/images/oQgUU2lf8B1bWSj3CRFiWZn3Wd_small.jpg,http://dns.clientetv.net:8080/series/diogoab/P2p891/926498.mp4,1280,720,29,158574,1.234716,,Série,False,1.0,12.0,False,False,"M, a, x",,
90 Dias Para Ficar Milionário,Séries | Discovery+,https://image.tmdb.org/t/p/w600_and_h900_bestv2/mNQHHGtpM4AaTVQXnsUmRYptlo8.jpg,http://wateronplay.com:80/series/Veron23/Veron2023/297386.mp4,1280,720,29,78681,0.477852,,Série,False,1.0,8.0,False,False,"D, i, s, c, o, v, e, r, y,  , +",,
90 Dias Para Ficar Milionário,Séries | Discovery+,https://image.tmdb.org/t/p/w600_and_h900_bestv2/eHWDl213TF3qyzWjzEu9ps6pG2q.jpg,http://wateronplay.com:80/series/Veron23/Veron2023/297692.mp4,1280,720,29,158251,0.929965,,Série,False,2.0,14.0,False,False,"D, i, s, c, o, v, e, r, y,  , +",,
90 Dias Para Ficar Milionário,Séries | Discovery+,https://image.tmdb.org/t/p/w600_and_h900_bestv2/fZD62AIkJyiqm6yAdXDk8jIC6aF.jpg,http://wateronplay.com:80/series/Veron23/Veron2023/297379.mp4,1280,720,29,76067,0.447208,,Série,False,1.0,1.0,False,False,"D, i, s, c, o, v, e, r, y,  , +",,
90 Dias para Casar,[Reality],https://image.tmdb.org/t/p/w300/hAyKLSyzshdzYvHoc2ty4N2T71u.jpg,http://dns.clientetv.net:8080/series/emerson9193/8391930120sme/937897.mp4,1280,720,29,158099,1.233487,,Série,False,4.0,12.0,False,False,"M, a, x",,
90 Dias para Casar Antes dos 90 Dias,Séries | Programas De TV,https://image.tmdb.org/t/p/w600_and_h900_bestv2/vd2dDm81Z3DLfxt7659bk5iB8li.jpg,http://wateronplay.com:80/series/Veron23/Veron2023/529426.mp4,1280,720,29,78376,0.556594,,Série,False,1.0,3.0,False,False,"M, a, x",,
90 Dias para Casar Do Outro Lado,Séries | Programas De TV,https://image.tmdb.org/t/p/w600_and_h900_bestv2/xayg8uuxfpuPO9IPb9LRfs61ZWR.jpg,http://wateronplay.com:80/series/Veron23/Veron2023/527847.mp4,1280,720,29,78226,0.555484,,Série,False,1.0,8.0,False,False,"M, a, x",,
90 Dias para Casar Do Outro Lado,Séries | Programas De TV,https://image.tmdb.org/t/p/w600_and_h900_bestv2/t9h7uzAVZZSrfd0ift85lO9GT6L.jpg,http://wateronplay.com:80/series/Veron23/Veron2023/527843.mp4,1280,720,29,78228,0.555554,,Série,False,1.0,4.0,False,False,"M, a, x",,
90 Dias para Casar Do Outro Lado,Séries | Programas De TV,https://image.tmdb.org/t/p/w600_and_h900_bestv2/aQbWIZIa4F5BlpQscG6BLyYEzD3.jpg,http://wateronplay.com:80/series/Veron23/Veron2023/527909.mp4,1280,720,29,78255,0.555585,,Série,False,3.0,26.0,False,False,"M, a, x",,
